Time,Bujumbura,Bubanza,Cibitoke,Isale,Muramvya,Kayanza,Mwaro,Rumonge,Bururi,Rutana,Makamba,Gitega,Karuzi,Ruyigi,Cankuzo,Muyinga,Kirundo,Ngozi,Gashoho,Gitega-Ruyigi,Makebuko,Commune of Mabanda,Mahama,Nduta,Nyarugusu,Nakivale,Kigali,Lusenda
269,5187,2078,1567,11870,3928,3350,3132,5211,4369,5003,2700,13784,3329,5827,2430,4951,1909,3796,4719,10160,7056,1527,10851,19036,26424,10232,15147,57151
270,5188,2053,1555,11661,3903,3327,3211,5179,4363,4923,2768,13791,3383,5711,2446,4936,1927,3840,4735,10042,7178,1533,10907,19128,26462,10287,15201,57162
271,5069,2055,1541,11630,3830,3307,3203,5208,4343,4881,2776,13777,3401,5765,2439,4930,1950,3851,4716,10034,7202,1543,10947,19187,26487,10297,15270,57161
272,5193,2209,1645,12273,3871,3287,3371,5294,4365,4888,2739,13826,3353,5821,2386,4902,1927,3855,4761,10038,7076,1644,11006,19250,26480,10325,15342,57225
273,5382,2172,1573,12103,3874,3330,3331,5246,4396,4930,2727,13854,3331,5817,2357,4991,1913,3797,4767,10065,7058,1604,11044,19321,26551,10345,15405,57185
274,5297,2136,1580,12062,3964,3326,3397,5198,4416,4947,2745,13706,3386,5826,2303,5048,1914,3851,4714,10053,7051,1563,11090,19361,26628,10363,15495,57166
275,5335,2104,1604,12020,3908,3337,3238,5249,4397,5041,2692,13714,3418,5780,2335,4990,1942,3859,4713,10082,7066,1597,11118,19444,26668,10414,15521,57117
276,5235,2134,1615,11958,3932,3323,3298,5174,4463,4981,2701,13756,3440,5821,2374,4989,1964,3866,4625,10088,7011,1560,11137,19490,26756,10469,15583,57077
277,5338,2101,1606,11765,3920,3299,3260,5254,4393,4979,2696,13652,3451,5899,2320,4927,1916,3894,4733,10157,7046,1554,11167,19561,26800,10486,15648,57115
278,5118,2103,1541,11804,3974,3322,3269,5259,4392,4929,2787,13639,3513,5784,2370,4910,1913,3832,4779,10233,6994,1578,11203,19622,26843,10532,15708,57103
279,5168,2123,1539,11901,4014,3289,3351,5290,4320,4875,2790,13600,3520,5717,2423,4865,1884,3776,4889,10259,7084,1571,11240,19650,26923,10577,15789,57035
280,5232,2176,1559,12045,3953,3263,3411,5332,4323,4858,2770,13556,3473,5818,2369,4937,1917,3843,4780,10211,7139,1582,11283,19708,26973,10627,15844,57096
281,5330,2200,1546,11939,3900,3252,3347,5334,4269,4910,2708,13717,3462,5760,2393,4914,1950,3777,4865,10193,7210,1589,11314,19768,27032,10666,15861,57025
282,5190,2240,1522,12049,3803,3300,3338,5288,4364,4928,2662,13889,3416,5812,2469,4947,2013,3690,4825,10160,7041,1571,11339,19801,27079,10692,15936,57020
283,5334,2159,1559,11961,3734,3279,3311,5265,4368,4873,2742,13839,3317,5823,2534,4984,2005,3676,4845,10207,7134,1522,11367,19844,27147,10731,16002,56975
284,5276,2131,1549,11852,3750,3278,3313,5320,4341,4863,2700,13880,3305,5847,2489,4945,1962,3728,4922,10238,7213,1487,11383,19889,27200,10777,16042,57010
285,5272,2133,1541,11630,3865,3308,3276,5300,4322,4809,2734,13913,3376,5891,2472,4979,2013,3717,4861,10128,7208,1500,11415,19917,27253,10801,16099,56957
286,5167,2153,1507,11485,3898,3371,3265,5306,4350,4869,2663,13853,3381,5912,2462,5026,2043,3693,4792,10174,7166,1494,11431,19976,27314,10858,16139,56975
287,5136,2119,1525,11395,3914,3322,3253,5320,4318,4926,2687,13883,3362,5848,2506,5026,2045,3776,4793,10147,7114,1446,11465,20039,27365,10895,16207,56924
288,5040,2078,1556,11372,3834,3296,3230,5280,4355,4950,2659,13932,3340,5866,2499,5021,2009,3801,4847,10224,7124,1468,11517,20039,27399,10923,16293,56837
289,5060,2044,1520,11387,3840,3323,3229,5292,4313,4980,2660,13862,3371,5827,2525,4948,2009,3751,4900,10177,7187,1443,11551,20106,27433,10973,16331,56780
290,4977,2070,1498,11357,3856,3420,3237,5201,4337,5030,2613,13734,3370,5861,2480,4943,2030,3654,4935,10201,7276,1400,11568,20144,27496,11016,16368,56783
291,4998,1999,1497,11305,3811,3358,3176,5141,4244,5034,2706,13715,3430,5897,2439,4984,2027,3780,4827,10229,7250,1439,11599,20202,27523,11049,16451,56773
292,5065,2472,1865,13151,3807,3411,3499,5369,4310,4972,2683,13742,3474,5886,2443,5008,1998,3710,4874,10150,7290,1600,11615,20244,27543,11073,16538,57083
293,5647,2379,1782,12653,3944,3425,3433,5343,4324,4998,2689,13734,3421,5968,2424,5026,2028,3781,4780,10143,7196,1598,11678,20299,27572,11103,16586,57064
294,5584,2394,1794,12736,4055,3482,3432,5336,4394,5011,2698,13762,3344,6000,2485,5053,2096,3786,4658,10161,7204,1614,11727,20332,27608,11149,16643,57092
295,5610,2300,1731,12642,4031,3517,3389,5242,4435,4947,2783,13769,3356,6027,2497,5014,2109,3765,4686,10174,7205,1648,11762,20390,27646,11209,16692,57083
296,5513,2250,1734,12533,4034,3506,3433,5205,4470,4891,2818,13765,3303,5918,2503,5042,2041,3844,4722,10253,7335,1628,11777,20460,27725,11243,16766,57109
297,5557,2382,1800,13024,4099,3517,3493,5273,4444,4895,2844,13787,3352,5936,2515,5002,1962,3867,4732,10306,7254,1618,11819,20523,27834,11301,16839,57173
298,5605,2373,1805,12904,4070,3463,3426,5366,4382,5020,2768,13959,3411,5958,2452,5092,1962,3952,4676,10311,7162,1626,11834,20564,27889,11336,16920,57202
299,5487,2427,1840,13299,4108,3522,3520,5501,4314,5048,2776,13865,3481,5958,2415,5159,1988,3911,4664,10303,7127,1656,11837,20648,27951,11360,16968,57255
300,5827,2320,1767,12841,4169,3549,3511,5444,4354,5040,2803,13921,3407,5894,2412,5124,1922,3933,4777,10387,7201,1607,11876,20722,28048,11393,17049,57266
301,5645,2322,1743,12825,4178,3509,3467,5461,4407,5052,2799,13992,3483,6020,2429,5058,1959,3929,4836,10367,7072,1648,11882,20738,28080,11414,17101,57324
302,5709,2276,1667,12712,4248,3529,3441,5402,4497,5066,2785,13936,3488,6003,2432,5111,1950,3933,4879,10336,7092,1678,11897,20832,28118,11454,17142,57329
303,5528,2233,1631,12755,4188,3595,3410,5459,4433,5065,2817,13980,3447,6011,2463,5142,2030,3894,4889,10378,7091,1670,11920,20887,28205,11495,17149,57379
304,5476,2208,1630,12719,4047,3631,3388,5465,4422,5100,2813,14183,3471,6017,2488,5130,2033,3911,4908,10277,7067,1638,11958,20929,28281,11520,17207,57429
305,5413,2196,1646,12577,4045,3560,3361,5558,4437,5054,2770,14149,3454,6053,2557,5127,2016,3963,4960,10369,7011,1697,11989,20993,28316,11581,17247,57449
306,5546,2193,1659,12477,4001,3556,3333,5485,4511,5003,2781,13989,3509,6011,2580,5127,1974,3938,4970,10477,7158,1646,12022,20994,28405,11633,17322,57472
307,5518,2171,1649,12455,3992,3534,3321,5497,4505,5017,2771,13930,3541,6009,2575,5124,1995,3947,4941,10473,7301,1643,12059,21029,28452,11630,17407,57475
308,5311,2209,1668,12398,3969,3516,3316,5389,4546,4988,2846,13995,3557,6010,2590,5157,1982,3976,4912,10479,7380,1628,12093,21079,28536,11675,17459,57486
309,5485,2205,1637,12235,3968,3473,3375,5349,4562,5005,2821,14051,3504,6118,2589,5114,2064,4001,5011,10434,7322,1604,12116,21098,28608,11717,17466,57488
310,5385,2199,1626,12386,3919,3467,3425,5355,4535,5005,2816,14058,3553,6170,2549,5039,2069,4040,5003,10455,7347,1661,12146,21103,28639,11750,17504,57486
311,5408,2164,1612,12489,3942,3451,3518,5465,4468,4970,2783,14101,3636,6111,2613,5042,2047,4062,4982,10303,7414,1647,12170,21149,28685,11802,17545,57592
312,5476,2158,1620,12611,3961,3440,3544,5463,4438,4961,2786,14019,3559,6122,2520,5181,2067,4045,4997,10445,7416,1687,12196,21189,28704,11840,17576,57613
313,5405,2255,1671,12678,4014,3489,3595,5431,4458,4992,2812,14052,3533,6018,2537,5218,2082,4011,5020,10404,7483,1702,12235,21232,28755,11869,17610,57644
314,5502,2264,1660,12739,4067,3514,3481,5506,4418,4981,2815,14207,3453,6054,2533,5234,2082,4013,5014,10451,7471,1676,12264,21267,28846,11889,17669,57706
315,5577,2250,1650,12669,4105,3548,3452,5435,4500,5055,2802,14147,3437,6068,2627,5193,2108,3980,5021,10549,7394,1688,12311,21276,28898,11921,17715,57743
316,5560,2231,1652,12532,3987,3508,3435,5369,4498,5072,2794,14127,3487,6132,2581,5131,2040,4016,5059,10654,7459,1627,12358,21320,29035,11990,17788,57727
317,5429,2242,1613,12508,3885,3587,3415,5350,4448,5066,2858,14196,3518,6206,2606,5067,2037,3977,5097,10649,7420,1618,12397,21352,29092,11998,17845,57743
318,5548,2159,1619,12516,3900,3482,3310,5322,4395,5119,2861,14275,3508,6266,2572,5116,2070,4040,5028,10610,7402,1555,12414,21395,29154,12045,17890,57698
319,5455,2182,1651,12737,3885,3534,3432,5388,4414,5076,2895,14259,3490,6146,2642,5087,2095,3998,5063,10643,7378,1636,12444,21451,29151,12072,17943,57790
320,5474,2205,1649,12894,3910,3578,3421,5499,4313,5016,2975,14329,3433,6125,2717,5167,2110,4020,5032,10610,7368,1662,12452,21504,29191,12112,17981,57846
321,5446,2173,1681,12681,3936,3615,3483,5459,4406,5037,2893,14221,3459,6122,2770,5156,2142,4052,4993,10652,7387,1623,12475,21522,29268,12124,18044,57858
322,5419,2169,1662,12591,3892,3636,3468,5391,4424,5113,2875,14428,3466,6110,2723,5302,2113,4069,4968,10592,7277,1620,12492,21541,29314,12148,18116,57844
323,5416,2177,1622,12366,3963,3732,3429,5414,4454,5103,2857,14395,3480,6191,2710,5314,2071,3996,4994,10567,7250,1629,12534,21597,29347,12164,18198,57878
324,5442,2141,1617,12206,3991,3681,3339,5399,4449,5032,2876,14367,3470,6139,2645,5338,2104,3965,5041,10734,7396,1655,12592,21669,29380,12182,18243,57840
325,5296,2215,1637,12443,4016,3679,3385,5399,4474,5036,2895,14323,3537,6168,2553,5340,2051,3933,5044,10617,7483,1678,12631,21714,29405,12193,18350,57888
326,5351,2219,1627,12252,4013,3590,3417,5438,4503,4934,2850,14415,3538,6094,2591,5354,2086,4078,4967,10614,7461,1725,12668,21780,29412,12260,18378,57846
327,5322,2207,1569,12142,4113,3599,3455,5408,4488,5057,2773,14319,3568,6211,2562,5339,2140,4027,4922,10652,7431,1730,12690,21791,29448,12274,18475,57827
328,5311,2169,1556,12169,4049,3632,3379,5377,4466,4992,2855,14338,3595,6281,2592,5341,2159,3951,4963,10706,7420,1781,12681,21805,29460,12304,18517,57790
329,5392,2159,1545,12068,3968,3606,3362,5343,4437,4958,2896,14358,3625,6255,2597,5341,2187,3997,4997,10639,7506,1741,12721,21832,29517,12325,18560,57807
330,5322,2142,1602,12077,3893,3643,3341,5330,4424,5034,2825,14345,3640,6268,2628,5298,2179,3960,5034,10641,7511,1723,12763,21886,29558,12371,18632,57769
331,5344,2150,1581,12015,4027,3592,3290,5325,4422,5013,2842,14323,3714,6201,2621,5296,2233,4070,4944,10590,7479,1635,12780,21968,29657,12398,18686,57743
332,5324,2132,1581,12003,4047,3564,3341,5287,4409,5072,2807,14285,3720,6104,2649,5175,2199,4034,5170,10652,7509,1625,12825,22039,29698,12418,18757,57712
333,5279,2135,1571,11990,4045,3503,3366,5330,4339,5079,2817,14342,3709,6008,2652,5235,2217,4100,5092,10749,7501,1603,12852,22102,29710,12475,18818,57718
334,5308,2211,1625,12235,4048,3510,3424,5357,4407,5130,2716,14361,3662,6075,2629,5364,2183,4092,5104,10681,7490,1626,12854,22143,29746,12528,18885,57719
335,5366,2239,1676,12415,4036,3486,3491,5366,4359,5119,2794,14452,3678,6125,2590,5334,2174,4121,5153,10757,7387,1635,12914,22151,29782,12551,18931,57807
336,5459,2194,1585,12233,4042,3550,3432,5291,4357,5056,2895,14494,3704,6172,2563,5243,2189,4069,5209,10786,7386,1627,12925,22205,29834,12595,18987,57811
337,5339,2194,1563,12107,4124,3527,3487,5244,4352,5039,2898,14409,3683,6154,2587,5191,2177,4080,5201,10798,7519,1676,12976,22238,29842,12654,19042,57796
338,5348,2181,1588,11918,4137,3555,3444,5250,4310,5008,2929,14397,3669,6114,2617,5277,2177,4121,5140,10772,7544,1652,13017,22268,29906,12706,19083,57773
339,5299,2279,1654,12654,4040,3518,3464,5354,4370,5038,2898,14589,3638,6202,2572,5312,2193,4150,5131,10596,7434,1689,13081,22348,29980,12735,19133,57897
340,5549,2150,1614,12452,4005,3593,3454,5383,4373,5061,2891,14531,3639,6167,2601,5316,2174,4121,5153,10625,7357,1668,13089,22402,30031,12796,19183,57870
341,5379,2230,1575,12361,4049,3595,3411,5324,4398,5117,2833,14468,3663,6144,2696,5234,2181,4144,5114,10671,7400,1704,13119,22441,30040,12835,19259,57863
342,5585,2119,1604,12170,3975,3659,3362,5314,4429,5037,2853,14377,3644,6253,2669,5235,2134,4143,5178,10785,7403,1649,13136,22449,30098,12879,19321,57828
343,5334,2145,1619,12248,3998,3632,3335,5281,4476,4998,2837,14258,3634,6359,2647,5278,2145,4160,5136,10755,7443,1687,13159,22480,30088,12897,19412,57854
344,5370,2087,1546,12071,3987,3606,3356,5324,4388,5078,2812,14430,3634,6262,2689,5283,2182,4225,5127,10663,7450,1649,13191,22537,30146,12944,19434,57831
345,5187,2073,1526,11872,3978,3665,3407,5408,4402,4983,2810,14453,3608,6315,2662,5341,2157,4222,5143,10708,7471,1615,13199,22580,30223,12991,19467,57843
346,5308,2140,1514,11975,3986,3641,3448,5323,4390,5056,2837,14244,3626,6357,2609,5421,2197,4215,5116,10661,7554,1589,13225,22631,30285,13008,19516,57824
347,5263,2172,1540,12180,4007,3662,3435,5397,4426,5051,2883,14442,3642,6224,2660,5435,2147,4191,5170,10649,7552,1602,13220,22635,30353,13067,19580,57805
348,5461,2129,1510,11969,4075,3618,3466,5358,4413,5063,2876,14383,3665,6260,2603,5518,2137,4219,5154,10756,7490,1632,13254,22687,30385,13090,19634,57704
349,5292,2087,1451,12170,4057,3607,3455,5371,4493,5073,2800,14284,3709,6244,2653,5525,2187,4176,5171,10738,7599,1671,13294,22712,30393,13128,19624,57664
350,5212,2085,1474,11996,4025,3683,3371,5436,4377,5121,2809,14383,3639,6292,2628,5535,2159,4148,5307,10685,7585,1654,13303,22742,30468,13179,19651,57681
351,5221,2043,1491,11783,4081,3682,3354,5389,4377,5142,2868,14386,3639,6233,2619,5544,2200,4182,5292,10763,7582,1667,13317,22761,30473,13199,19693,57647
352,5366,2018,1514,11657,4031,3660,3303,5381,4422,5120,2834,14392,3662,6296,2628,5543,2269,4165,5238,10739,7545,1646,13313,22787,30507,13241,19766,57585
353,5095,2103,1566,11674,4104,3640,3308,5343,4432,5097,2846,14429,3737,6333,2632,5449,2252,4171,5243,10633,7481,1623,13358,22819,30555,13320,19816,57569
354,5181,2210,1610,12315,4066,3520,3487,5365,4419,5179,2819,14552,3799,6305,2687,5375,2287,4178,5247,10465,7463,1614,13391,22875,30623,13370,19876,57703
355,5340,2139,1606,12174,4071,3590,3483,5316,4357,5158,2836,14552,3713,6214,2688,5407,2302,4169,5160,10677,7502,1650,13416,22918,30613,13395,19993,57641
356,5225,2087,1602,12251,3956,3608,3554,5225,4357,5152,2877,14572,3725,6270,2644,5457,2263,4224,5128,10678,7485,1670,13413,22952,30635,13448,20048,57673
357,5458,2055,1555,12234,3989,3582,3423,5163,4349,5177,2854,14566,3635,6219,2631,5463,2283,4180,5251,10796,7581,1639,13440,23003,30692,13452,20064,57633
358,5347,2062,1598,12178,3985,3580,3418,5256,4294,5120,2868,14466,3712,6373,2608,5447,2265,4228,5248,10819,7541,1637,13447,23056,30724,13472,20123,57683
359,5298,2061,1622,12101,4062,3561,3421,5205,4355,5128,2840,14366,3742,6302,2675,5446,2261,4261,5236,10859,7611,1639,13473,23120,30757,13517,20167,57657
360,5289,2060,1601,12066,4058,3591,3406,5201,4335,5155,2854,14528,3749,6402,2693,5525,2238,4178,5250,10689,7486,1687,13486,23182,30745,13553,20221,57703
361,5237,2040,1560,11939,4119,3559,3361,5144,4435,5029,2910,14486,3749,6429,2737,5525,2247,4240,5169,10727,7533,1713,13509,23182,30780,13585,20302,57685
362,5176,2026,1540,12122,4056,3662,3373,5200,4410,5115,2874,14411,3815,6363,2773,5478,2262,4171,5159,10783,7537,1685,13532,23224,30818,13621,20336,57746
363,5375,2076,1521,12032,4121,3694,3323,5159,4363,5157,2890,14394,3786,6300,2846,5492,2312,4129,5185,10780,7528,1640,13558,23265,30890,13651,20380,57758
364,5270,2143,1567,12277,4028,3663,3400,5142,4352,5150,2864,14396,3736,6287,2806,5539,2277,4090,5325,10828,7494,1696,13577,23294,30879,13686,20424,57752
365,5345,2204,1577,12400,3951,3715,3432,5199,4364,5158,2778,14494,3793,6315,2757,5443,2309,4034,5381,10835,7572,1731,13613,23312,30908,13719,20461,57843
366,5425,2204,1564,12228,3926,3647,3439,5255,4375,5090,2822,14430,3706,6377,2769,5460,2319,4130,5400,10897,7482,1666,13617,23359,31003,13789,20492,57814
367,5549,2135,1571,12079,3929,3598,3421,5294,4366,5107,2823,14348,3669,6468,2754,5576,2293,4215,5266,10871,7517,1712,13634,23355,30982,13818,20597,57780
368,5236,2183,1596,12342,4064,3692,3440,5284,4365,5068,2850,14350,3670,6516,2668,5593,2306,4155,5300,10886,7478,1732,13659,23407,31011,13822,20663,57826
369,5327,2109,1581,12301,3966,3621,3450,5214,4439,5137,2793,14455,3735,6476,2674,5544,2222,4254,5294,10875,7466,1701,13693,23454,31062,13831,20754,57753
370,5291,2099,1593,12140,4013,3620,3462,5271,4372,5290,2676,14425,3634,6395,2753,5626,2279,4222,5280,10836,7548,1687,13729,23460,31092,13874,20800,57803
371,5348,2101,1543,11963,4038,3621,3408,5283,4422,5271,2670,14536,3674,6437,2737,5573,2319,4258,5264,10871,7477,1725,13752,23437,31110,13884,20832,57805
372,5308,2129,1540,11980,3938,3602,3355,5313,4397,5175,2715,14575,3661,6436,2664,5642,2315,4219,5323,10856,7560,1705,13798,23487,31172,13904,20880,57799
373,5227,2086,1514,11937,3962,3638,3386,5368,4406,5104,2722,14636,3658,6379,2679,5664,2262,4208,5364,10785,7582,1731,13821,23560,31178,13946,20939,57795
374,5223,2090,1530,11789,4054,3653,3374,5373,4404,5095,2747,14557,3736,6433,2751,5517,2252,4200,5417,10717,7591,1772,13862,23596,31184,13988,20980,57741
375,5147,2035,1591,11664,4130,3662,3334,5355,4386,5120,2724,14629,3772,6350,2815,5567,2301,4165,5381,10688,7566,1820,13849,23629,31217,14024,21018,57725
376,5252,2002,1580,11617,4181,3675,3271,5261,4446,5065,2733,14464,3761,6296,2863,5537,2337,4123,5384,10801,7707,1738,13871,23645,31288,14062,21084,57658
377,5142,2001,1597,11708,4107,3647,3252,5299,4373,5200,2665,14536,3745,6350,2834,5596,2258,4191,5440,10713,7607,1772,13890,23654,31301,14126,21127,57609
378,5199,1981,1585,11761,4103,3703,3273,5296,4405,5123,2714,14472,3690,6417,2815,5640,2324,4167,5338,10764,7583,1704,13944,23687,31379,14165,21157,57564
379,5159,1970,1638,11850,4044,3641,3274,5255,4394,5061,2783,14455,3766,6508,2809,5555,2274,4205,5403,10657,7638,1689,13976,23718,31428,14218,21229,57569
380,5170,2022,1600,11965,3960,3616,3244,5348,4353,5022,2791,14468,3709,6496,2786,5635,2310,4186,5342,10782,7648,1668,13991,23710,31460,14234,21324,57539
381,5086,2011,1626,11860,3995,3625,3241,5425,4244,5124,2771,14472,3727,6546,2822,5555,2329,4212,5318,10706,7566,1650,14030,23777,31519,14245,21408,57557
382,5206,2048,1585,11912,3988,3648,3236,5395,4289,5135,2776,14375,3706,6475,2787,5608,2319,4206,5332,10845,7600,1676,14062,23788,31538,14265,21493,57600
383,5122,2107,1617,12235,3941,3651,3373,5406,4305,5160,2807,14506,3728,6422,2860,5553,2315,4268,5289,10809,7462,1743,14075,23800,31553,14298,21546,57692
384,5243,2183,1600,12396,3969,3641,3383,5438,4329,5054,2838,14515,3733,6335,2835,5509,2304,4293,5385,10889,7543,1735,14095,23859,31599,14331,21584,57775
385,5399,2089,1620,12238,3990,3584,3332,5330,4439,5073,2822,14614,3720,6381,2784,5523,2275,4311,5397,10871,7503,1668,14111,23863,31680,14352,21671,57753
386,5271,2071,1597,12229,4017,3679,3298,5293,4470,5186,2754,14670,3739,6453,2780,5542,2329,4178,5429,10801,7416,1663,14157,23898,31715,14376,21663,57723
387,5304,2092,1590,12077,4043,3605,3320,5324,4449,5150,2781,14424,3730,6410,2782,5454,2373,4194,5477,10936,7580,1701,14181,23934,31716,14445,21667,57662
388,5275,2070,1587,12003,3994,3652,3224,5372,4438,5090,2832,14383,3693,6420,2808,5461,2380,4141,5498,11028,7556,1733,14223,23949,31733,14471,21722,57669
389,5205,2070,1591,12058,3940,3633,3268,5350,4496,5098,2836,14506,3686,6402,2761,5560,2448,4195,5444,11070,7455,1750,14210,23978,31780,14493,21743,57725
390,5358,2117,1629,12084,3918,3613,3279,5416,4392,5224,2786,14568,3687,6486,2731,5566,2452,4266,5410,11012,7443,1754,14197,23984,31787,14503,21823,57762
391,5323,2136,1634,12223,3975,3687,3355,5491,4433,5143,2812,14455,3755,6460,2732,5519,2497,4219,5388,11001,7500,1749,14224,24031,31851,14547,21858,57745
392,5398,2097,1624,12034,4031,3656,3360,5432,4399,5271,2779,14534,3737,6376,2730,5619,2440,4262,5453,10894,7474,1736,14229,24120,31894,14586,21890,57755
393,5314,2139,1600,12011,3978,3699,3339,5418,4404,5178,2799,14475,3756,6287,2747,5630,2465,4134,5525,10975,7559,1709,14270,24196,31928,14583,21948,57811
394,5138,2115,1619,12018,3986,3763,3363,5371,4445,5192,2764,14441,3784,6262,2730,5737,2432,4154,5459,10888,7687,1693,14256,24241,31976,14606,22024,57800
395,5363,2041,1577,11787,4015,3783,3309,5379,4417,5209,2796,14586,3760,6283,2710,5726,2451,4137,5443,10853,7639,1668,14257,24266,32016,14651,22075,57801
