Time,Bujumbura,Bubanza,Cibitoke,Isale,Muramvya,Kayanza,Mwaro,Rumonge,Bururi,Rutana,Makamba,Gitega,Karuzi,Ruyigi,Cankuzo,Muyinga,Kirundo,Ngozi,Gashoho,Gitega-Ruyigi,Makebuko,Commune of Mabanda,Mahama,Nduta,Kagunga,Nyarugusu,Nakivale,Kigali,Lusenda
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,210,139,824,0,0,144,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352
2,334,336,242,1392,62,19,222,232,18,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,706
3,525,482,363,1956,124,45,322,311,44,0,1,76,0,0,0,0,0,5,0,5,2,21,0,0,0,0,0,0,1103
4,750,595,453,2487,189,91,386,387,72,3,5,137,0,3,0,0,0,6,3,14,8,40,0,0,0,0,1,0,1550
5,907,694,548,3001,287,129,468,464,98,12,8,188,1,4,0,0,0,30,2,35,14,57,0,0,6,0,3,0,2019
6,1108,796,590,3413,351,172,545,545,154,21,20,271,2,7,0,1,0,38,7,46,26,75,0,0,12,0,6,0,2564
7,1221,883,677,3849,449,239,632,607,194,41,38,331,4,5,2,3,1,59,9,73,34,91,0,2,15,0,9,0,3097
8,1436,925,738,4169,523,293,703,675,244,47,53,453,7,16,2,5,2,91,13,108,48,104,0,2,25,0,18,0,3660
9,1477,1019,807,4562,619,345,769,722,270,54,54,534,11,18,2,4,6,117,24,136,83,143,1,6,34,0,33,0,4305
10,1774,1069,790,4851,695,398,829,780,301,76,70,615,18,30,3,8,3,142,29,177,108,154,1,9,47,0,49,1,4923
11,1760,1139,829,5176,753,455,890,869,356,98,74,738,20,32,4,7,2,184,43,228,146,188,3,13,58,0,55,1,5624
12,1895,1158,868,5442,827,495,989,885,427,120,85,845,23,36,4,11,9,210,52,263,179,212,4,16,75,0,64,1,6345
13,1992,1182,963,5693,890,528,1046,957,427,144,126,964,32,51,6,15,9,259,67,304,206,224,5,21,99,0,74,2,7049
14,2078,1227,991,6018,929,556,1073,991,490,163,158,1039,39,73,9,21,13,306,80,387,248,230,5,25,117,0,85,2,7777
15,2224,1314,1022,6258,1023,622,1112,1055,513,184,168,1182,50,91,9,29,22,310,104,432,273,281,6,34,131,0,102,5,8589
16,2196,1397,1047,6586,1083,676,1174,1169,549,209,192,1310,55,125,14,34,19,348,125,471,297,301,10,40,161,0,121,6,9445
17,2334,1457,1082,6816,1190,704,1208,1239,598,234,199,1442,64,147,23,43,17,402,133,531,325,330,10,49,188,0,140,8,10262
18,2565,1457,1093,6993,1282,747,1228,1320,648,259,229,1534,87,173,24,60,22,447,151,597,376,353,11,54,218,0,156,12,11094
19,2502,1536,1107,7357,1311,818,1279,1389,695,277,254,1622,103,164,37,78,27,466,173,660,454,376,16,68,249,0,177,14,11996
20,2731,1596,1157,7625,1379,849,1361,1477,742,294,263,1715,124,205,40,102,36,539,184,704,509,413,21,76,282,1,199,17,12952
21,2735,1685,1213,8071,1411,924,1423,1580,733,341,300,1876,122,214,45,113,46,560,206,814,504,448,28,92,314,1,220,20,13942
22,2916,1775,1269,8277,1440,971,1473,1654,796,386,305,1968,148,250,51,110,52,623,239,904,544,510,33,107,347,1,245,21,14954
23,3046,1831,1331,8568,1505,1057,1481,1739,807,418,351,2188,175,274,64,110,64,615,293,940,583,523,40,120,392,1,279,27,15935
24,3127,1861,1351,8882,1601,1082,1494,1795,904,447,373,2300,180,301,66,147,69,656,333,1057,612,577,44,143,429,1,317,32,16964
25,3272,1716,1251,8423,1714,1130,1462,1771,968,492,426,2411,184,341,70,180,85,693,348,1119,655,578,52,170,477,2,344,38,17210
26,3070,1693,1227,8352,1746,1176,1482,1721,1026,538,445,2526,216,367,87,209,95,720,370,1159,748,625,58,192,530,2,388,41,17210
27,3062,1675,1168,8254,1743,1184,1449,1782,1051,551,468,2590,231,386,101,254,95,749,375,1262,814,620,70,225,591,4,445,47,17210
28,2997,1644,1150,8083,1719,1219,1461,1858,1068,564,502,2668,219,436,114,279,106,776,393,1382,848,676,81,257,648,4,478,53,17210
29,2959,1614,1166,7925,1740,1197,1409,1840,1099,588,527,2786,265,456,133,273,108,813,443,1417,932,728,97,293,714,4,529,65,17210
30,2889,1533,1181,7882,1725,1168,1422,1852,1110,633,524,2851,292,488,146,289,113,876,465,1509,993,751,112,323,776,6,571,77,17210
31,2882,4114,3037,18486,1714,1188,3168,3455,1116,655,556,2967,301,533,157,312,125,897,496,1555,1027,783,127,357,845,7,610,90,17210
32,6921,3289,2455,15037,2177,1533,2599,2919,1404,676,611,3349,327,572,174,337,153,883,503,1634,1042,897,144,394,917,7,643,109,17210
33,5646,3307,2394,14937,2428,1627,2675,2950,1514,708,678,3587,358,607,192,350,157,989,515,1705,1133,966,174,435,997,7,695,121,17210
34,5519,3143,2235,14312,2613,1729,2571,2861,1599,753,729,3858,395,608,196,374,174,1107,530,1784,1224,1042,189,482,1076,7,744,144,17210
35,5374,2957,2090,13759,2739,1807,2500,2832,1678,802,767,4081,402,660,200,429,157,1196,573,1911,1257,1109,212,532,1155,8,799,158,17210
36,5016,2793,2031,13311,2799,1880,2421,2944,1651,862,793,4332,431,707,202,428,174,1266,629,2028,1345,1175,233,570,1235,10,854,170,17210
37,4971,2656,1917,12883,2789,1924,2340,2935,1654,920,864,4441,462,717,226,461,191,1275,682,2184,1428,1185,251,630,1332,11,916,191,17210
38,4723,2538,1780,12663,2794,1923,2311,2810,1789,981,948,4451,481,788,243,506,191,1330,721,2341,1488,1188,271,686,1432,13,985,207,17210
39,4654,2458,1685,12305,2782,1941,2224,2797,1757,1067,955,4615,502,887,236,567,203,1371,731,2391,1526,1227,293,739,1529,14,1048,224,17210
40,4588,2334,1623,11792,2850,1927,2198,2778,1754,1159,959,4659,568,960,249,587,224,1456,754,2467,1561,1322,313,804,1627,17,1101,243,17210
41,4228,2560,1928,13145,2787,1940,2431,2984,1799,1158,1022,4825,582,986,255,629,212,1480,841,2631,1568,1338,336,873,1747,17,1165,256,17210
42,4783,2706,2021,13964,2756,2032,2566,3097,1840,1195,1037,4990,587,1019,264,692,222,1493,855,2700,1696,1371,370,933,1865,22,1226,270,17210
43,5012,2885,2165,14792,2850,2021,2703,3292,1866,1225,1061,5267,602,1027,298,724,230,1551,906,2795,1701,1440,406,1012,1981,22,1296,291,17210
44,5369,3089,2299,15419,2994,2150,2807,3361,1980,1233,1102,5344,632,1086,296,780,236,1574,938,2859,1889,1510,433,1080,2103,28,1369,310,17210
45,5655,2955,2145,14738,3131,2222,2689,3316,2066,1269,1141,5438,712,1141,307,779,249,1651,951,2970,1968,1548,472,1158,2211,30,1441,322,17210
46,5357,2899,2085,14426,3189,2239,2679,3336,2072,1362,1205,5638,720,1134,323,811,241,1686,1018,3071,2009,1577,514,1245,2334,32,1527,351,17210
47,5268,2800,2059,14020,3166,2281,2653,3351,2071,1426,1268,5826,735,1166,360,841,261,1683,1068,3157,2051,1617,555,1336,2461,37,1601,367,17210
48,5038,2808,1971,13650,3213,2299,2642,3353,2125,1487,1314,5987,727,1233,364,882,285,1762,1070,3246,2069,1607,602,1432,2607,38,1691,388,17210
49,5029,2660,1837,13253,3136,2263,2563,3217,2168,1466,1373,6168,739,1227,418,885,289,1801,1118,3365,2161,1650,648,1517,2752,41,1770,413,17210
50,4742,2535,1776,12843,3184,2262,2558,3243,2147,1500,1403,6167,754,1267,441,928,302,1831,1163,3476,2263,1666,694,1609,2878,47,1842,443,17210
51,4679,2461,1722,12433,3106,2234,2465,3149,2186,1499,1446,6243,810,1354,445,948,300,1852,1220,3524,2316,1691,739,1708,3019,48,1937,467,17210
52,4475,2390,1671,12020,3071,2259,2437,3121,2163,1543,1455,6317,800,1399,456,998,283,1875,1276,3626,2392,1694,789,1802,3168,50,2005,503,17210
53,4478,2280,1601,11580,3030,2258,2388,3092,2145,1649,1466,6379,835,1482,442,1040,314,1886,1286,3691,2338,1725,844,1896,3301,51,2067,531,17210
54,4336,3945,2890,19176,2956,2257,3638,4176,2209,1614,1450,6422,871,1498,459,1070,366,1874,1299,3716,2411,1816,908,2003,3426,54,2131,552,17210
55,6944,3404,2555,16853,3350,2415,3225,3855,2377,1637,1511,6695,928,1542,498,1062,410,1893,1310,3738,2441,1834,958,2125,3590,59,2221,572,17210
56,6149,3485,2645,17179,3430,2523,3309,3956,2437,1681,1497,6841,932,1543,482,1114,397,1900,1386,3860,2581,1923,1006,2252,3749,62,2306,614,17210
57,6335,3378,2570,16956,3602,2603,3343,4022,2437,1783,1591,6996,993,1649,524,1143,408,1950,1384,3862,2627,1880,1065,2359,3902,69,2398,647,17210
58,6337,3192,2390,16294,3678,2602,3198,4014,2482,1808,1608,7080,1012,1652,548,1166,415,1990,1439,4045,2691,1916,1138,2478,4074,78,2478,673,17210
59,5943,3086,2305,15783,3719,2626,3126,3927,2523,1836,1645,7333,1044,1693,572,1182,396,2042,1505,4084,2716,1994,1198,2600,4230,81,2573,714,17210
60,5662,4352,3151,20786,3679,2588,3939,4699,2518,1831,1668,7463,1088,1772,594,1199,406,2113,1547,4155,2866,2063,1252,2712,4396,85,2679,743,17210
61,7636,3818,2750,18578,3958,2757,3536,4408,2658,1879,1736,7658,1055,1779,569,1277,424,2118,1580,4351,2986,2106,1321,2848,4578,88,2772,782,17210
62,6832,3673,2694,18504,3985,2874,3505,4370,2695,1929,1758,7967,1067,1816,569,1362,439,2142,1569,4404,3057,2238,1398,2951,4743,94,2854,823,17210
63,6601,3962,2945,19906,4063,2867,3816,4589,2841,1900,1844,8072,1105,1856,601,1396,471,2202,1609,4492,3136,2229,1464,3079,4911,95,2949,849,17210
64,7214,4218,3061,20574,4186,2970,3951,4746,2945,1966,1849,8291,1106,1895,606,1448,479,2267,1611,4601,3204,2301,1530,3214,5112,101,3061,881,17210
65,7493,4398,3265,21568,4293,3112,4064,4932,3004,2061,1874,8588,1121,1977,640,1446,457,2311,1671,4697,3180,2356,1613,3340,5294,104,3150,917,17210
66,7913,4072,3005,20399,4470,3157,3903,4800,3107,2068,1873,8825,1170,2012,652,1435,520,2400,1670,4849,3308,2438,1681,3466,5506,110,3267,951,17210
67,7483,4084,2971,20572,4496,3187,3855,4815,3126,2173,1982,9077,1191,2084,671,1483,517,2517,1728,4973,3325,2427,1760,3611,5725,113,3369,984,17210
68,7468,4055,3006,20799,4527,3268,3925,4939,3120,2238,1968,9208,1226,2144,677,1512,539,2555,1759,5156,3382,2487,1829,3776,5913,116,3480,1026,17210
69,7502,4135,3067,20774,4633,3235,3998,5019,3084,2323,2042,9365,1215,2205,676,1585,541,2669,1803,5285,3463,2504,1906,3927,6139,123,3616,1063,17210
70,7666,3959,2843,20670,4567,1064,3918,4919,3140,2341,2140,9601,1288,2292,711,1591,524,4375,1880,5351,3506,2537,1997,4107,6345,128,3971,1109,17210
71,9781,3781,775,19967,4582,1350,3866,4888,3227,2340,2200,9676,1344,2262,756,1584,543,4096,2137,5500,3663,2530,2075,4286,6559,133,4117,1165,17210
72,7252,3959,1001,21100,4614,1310,4046,4982,3259,2350,2253,9698,1318,2253,766,1716,583,4079,2260,5689,3737,2569,2156,4470,6752,144,4303,1207,17210
73,8115,3814,741,20454,4625,1309,3950,4981,3236,2347,2283,9950,1368,2342,810,1733,660,4354,2373,5769,3777,2668,2252,4618,6968,149,4517,1256,17210
74,7339,3830,829,20202,4714,1402,4006,4963,3294,2446,2269,10030,1435,2335,843,1796,669,4362,2477,5845,3886,2716,2344,4785,7180,161,4679,1318,17210
75,7862,3787,770,20042,4742,1250,3953,5007,3287,2448,2321,10153,1502,2464,829,1859,683,4762,2631,5951,3931,2729,2440,4958,7410,166,4905,1367,17210
76,7698,3802,845,20352,4818,1394,3982,5006,3318,2498,2313,10210,1545,2515,850,1885,760,4917,2782,5997,4023,2781,2546,5142,7676,174,5133,1416,17210
77,7435,3704,835,19998,4816,1391,3900,4908,3346,2547,2372,10304,1543,2587,827,2022,779,4786,2872,6228,4038,2759,2633,5311,7922,181,5315,1472,17210
78,7262,3623,768,19503,4775,1418,3858,4921,3306,2544,2401,10478,1610,2646,855,2036,803,4621,3044,6284,4089,2790,2726,5517,8166,187,5516,1537,17210
79,7153,3580,731,18946,4831,1399,3797,4817,3360,2636,2391,10469,1670,2658,889,2109,857,4555,3057,6362,4211,2845,2836,5690,8394,193,5699,1602,17210
80,6935,3473,730,18504,4818,1315,3742,4781,3397,2693,2408,10617,1729,2673,914,2248,897,4508,3053,6436,4224,2864,2938,5880,8653,201,5900,1659,17210
81,6587,3299,715,18037,4722,1303,3765,4792,3376,2695,2438,10772,1799,2682,906,2329,915,4300,3087,6497,4271,2919,3049,6051,8882,210,6065,1727,17210
82,7344,3321,744,18265,4649,1237,3788,4833,3324,2710,2492,10843,1846,2785,913,2335,922,4906,3176,6575,4273,2920,3165,6237,9140,218,6336,1802,17210
83,7259,3405,864,18877,4629,1411,3864,4913,3376,2745,2497,10792,1866,2807,953,2397,927,5292,3291,6665,4404,2924,3299,6441,9395,226,6610,1879,17210
84,6952,3340,754,18634,4690,1495,3779,4971,3306,2772,2589,10914,1870,2870,967,2481,965,5057,3348,6728,4419,2872,3419,6631,9633,234,6796,1957,17210
85,6771,3308,716,18350,4706,1411,3695,4863,3335,2823,2565,11020,1868,2842,1026,2547,1002,4878,3421,6804,4432,2918,3552,6836,9886,243,7029,2031,17210
86,6705,3295,754,17852,4604,1377,3680,4724,3418,2901,2621,10960,1885,2940,1024,2581,1011,4724,3530,6953,4419,2886,3687,7051,10130,255,7225,2121,17210
87,7040,3333,761,17785,4533,1328,3666,4763,3365,3014,2590,11105,1881,2972,1043,2624,992,5080,3529,7070,4417,2910,3808,7261,10377,266,7531,2205,17210
88,7109,3433,814,18029,4533,1352,3680,4803,3311,2945,2664,11109,1939,2986,1113,2604,1012,5417,3591,7183,4470,2958,3929,7499,10637,271,7758,2290,17210
89,7369,3468,761,18253,4516,1446,3836,4813,3349,2926,2649,11133,2019,3083,1088,2666,1068,5511,3643,7167,4531,3057,4072,7691,10861,281,7996,2376,17210
90,7340,3535,784,18635,4613,1465,4011,4819,3432,2898,2672,11151,2062,3098,1090,2794,1079,5811,3673,7231,4592,3028,4209,7888,11132,294,8270,2467,17210
91,6964,3393,736,18389,4656,1501,3925,4892,3430,2844,2690,11252,2113,3092,1128,2816,1076,5459,3809,7273,4674,2996,4354,8119,11363,306,8469,2542,17210
92,6708,3268,747,17993,4732,1446,3813,4883,3480,2856,2622,11316,2172,3173,1171,2845,1114,5268,3798,7256,4659,3077,4508,8325,11603,317,8670,2629,17210
93,7792,3346,816,18852,4648,1452,3980,4967,3431,2866,2718,11284,2190,3281,1193,2916,1078,6133,3896,7311,4671,3015,4659,8556,11845,324,9046,2715,17210
94,7965,3586,922,20113,4765,1551,4162,5113,3433,2929,2755,11450,2183,3309,1176,3009,1105,6801,4033,7257,4661,3039,4806,8790,12081,343,9374,2802,17210
95,7414,3573,802,19777,4838,1711,4076,5102,3503,2896,2802,11658,2219,3329,1212,3070,1160,6291,4211,7300,4686,3053,4935,9013,12334,351,9565,2895,17210
96,7248,3484,755,19244,4895,1606,4128,5028,3500,2976,2783,11704,2230,3310,1265,3096,1163,6061,4283,7414,4667,3128,5092,9255,12575,361,9788,3000,17210
97,7291,3462,804,19044,4806,1645,4121,5037,3477,2915,2802,11836,2233,3347,1262,3125,1278,6057,4233,7492,4813,3137,5263,9503,12844,370,10015,3084,17210
98,7333,3417,725,19019,4843,1570,4098,5019,3436,2943,2792,11958,2218,3298,1324,3097,1311,6012,4379,7579,4893,3196,5418,9745,13113,384,10243,3190,17210
99,7062,3362,750,19071,4908,1614,4134,5040,3444,3017,2878,12090,2213,3295,1310,3239,1303,5917,4450,7571,4865,3182,5595,9979,13331,403,10498,3289,17210
100,7273,3265,723,18888,4993,1490,4049,4987,3529,3014,2872,12176,2279,3325,1283,3282,1325,5952,4510,7612,4880,3231,5774,10235,13570,415,10751,3384,17210
101,6648,3256,733,18557,5031,1553,3973,4999,3581,3031,2821,12155,2281,3373,1329,3359,1347,5605,4453,7632,4968,3270,5926,10477,13835,430,10941,3503,17210
102,6726,3225,663,17915,4969,1534,3888,4986,3572,3136,2780,12221,2238,3429,1341,3462,1354,5391,4393,7748,4928,3283,6092,10711,14091,446,11140,3626,17210
103,6833,3211,729,17816,4892,1446,3921,4865,3625,3150,2864,12236,2311,3479,1362,3427,1348,5564,4351,7754,4963,3293,6269,10960,14320,453,11400,3752,17210
104,6614,3162,704,17496,4839,1374,3912,4844,3527,3158,2919,12253,2325,3509,1385,3387,1345,5444,4397,7918,4947,3337,6440,11196,14567,464,11587,3864,17210
105,6335,3057,640,17177,4699,1450,3906,4764,3567,3094,2971,12246,2356,3633,1365,3411,1382,5083,4394,7969,4959,3315,6605,11449,14864,482,11769,3972,17210
106,6076,3002,670,16707,4631,1372,3788,4689,3485,3127,2997,12214,2390,3667,1368,3438,1377,4924,4402,8104,5035,3320,6782,11703,15132,500,11946,4068,17210
107,5972,2958,589,16287,4574,1328,3697,4634,3412,3123,3097,12258,2392,3671,1392,3439,1372,4784,4345,8137,5044,3289,6951,11957,15398,514,12123,4177,17210
108,6221,2940,678,16251,4486,1332,3700,4723,3352,3188,3024,12203,2408,3720,1391,3479,1368,4999,4255,8167,5073,3320,7090,12233,15634,533,12357,4286,17210
109,5930,2917,614,16035,4547,1357,3572,4618,3477,3133,3022,12087,2419,3714,1397,3386,1313,4772,4337,8276,5189,3344,7271,12494,15882,550,12552,4406,17210
110,6208,2918,653,16044,4501,1264,3602,4693,3464,3121,3019,12182,2496,3797,1382,3324,1314,5015,4290,8166,5144,3320,7451,12755,16160,562,12799,4523,17210
111,5843,2917,621,15762,4472,1340,3573,4563,3487,3242,2944,12078,2470,3744,1429,3342,1329,4735,4255,8311,5086,3365,7628,13022,16435,578,12960,4636,17210
112,6177,2901,662,15788,4478,1230,3621,4573,3515,3174,2944,12000,2539,3743,1461,3439,1353,5025,4075,8201,5217,3353,7789,13286,16707,595,13221,4722,17210
113,6321,2951,646,15972,4435,1282,3672,4563,3478,3175,2936,11969,2510,3758,1511,3438,1328,5171,4060,8204,5267,3352,7948,13565,16987,603,13475,4834,17210
114,6288,2994,738,16247,4403,1384,3723,4568,3514,3130,2968,11967,2482,3715,1512,3420,1300,5254,4076,8245,5292,3291,8118,13850,17258,624,13720,4952,17210
115,5991,2953,653,15907,4404,1392,3674,4627,3427,3151,2923,12147,2520,3727,1493,3497,1303,4998,4024,8097,5280,3292,8278,14127,17542,635,13899,5072,17210
116,6721,3012,712,16612,4383,1336,3743,4692,3354,3221,2938,11960,2470,3743,1519,3489,1281,5579,4070,8175,5282,3251,8415,14417,17802,661,14206,5172,17210
117,6049,2929,619,16636,4377,1451,3748,4714,3428,3159,2959,12090,2499,3771,1520,3446,1310,5154,4137,8062,5236,3290,8608,14683,18024,681,14363,5273,17210
118,5992,2853,663,16314,4439,1386,3695,4644,3452,3120,2957,12053,2463,3796,1508,3506,1305,5015,4175,8062,5270,3306,8780,14916,18295,700,14567,5376,17210
119,5881,2776,608,15960,4484,1373,3693,4544,3501,3173,2941,11964,2438,3840,1490,3504,1288,5010,4188,8122,5278,3269,8961,15177,18600,717,14752,5488,17210
120,6007,2787,622,15490,4406,1318,3569,4534,3492,3124,2986,12021,2460,3844,1460,3463,1271,4937,4187,8196,5341,3222,9135,15461,18853,733,14960,5588,17210
121,5854,2736,617,15369,4391,1257,3565,4471,3458,3161,2930,12065,2453,3725,1501,3514,1260,4886,4164,8151,5365,3261,9314,15722,19136,745,15145,5698,17210
122,5591,2713,611,15289,4376,1275,3534,4504,3374,3158,2949,12158,2482,3743,1514,3463,1288,4695,4237,8122,5294,3233,9483,15969,19424,766,15313,5803,17210
123,5627,2588,553,15003,4248,1284,3434,4453,3368,3233,2902,12112,2462,3739,1523,3489,1294,4475,4201,8113,5298,3248,9651,16246,19662,786,15474,5905,17210
124,5436,2554,541,14781,4236,1211,3374,4383,3397,3179,2928,12028,2433,3822,1484,3542,1286,4418,4091,8110,5318,3257,9825,16521,19885,818,15649,5999,17210
125,5346,2529,587,14486,4201,1165,3309,4401,3248,3180,2906,11872,2423,3880,1482,3526,1239,4314,4054,8162,5381,3256,9998,16780,20162,833,15824,6097,17210
126,5241,2503,546,14440,4154,1106,3304,4271,3286,3184,2926,11998,2396,3893,1484,3566,1276,4326,3936,8117,5258,3195,10162,17035,20419,862,15989,6200,17210
127,5267,2469,539,14142,4129,1159,3318,4307,3217,3194,2930,11801,2432,3843,1540,3573,1268,4253,3842,8168,5296,3174,10338,17305,20665,879,16155,6302,17210
128,5152,2428,526,14064,4093,1130,3311,4221,3253,3218,2920,11755,2431,3903,1527,3533,1270,4208,3841,8101,5231,3168,10520,17569,20920,901,16330,6413,17210
129,4943,2450,503,13769,4020,1165,3240,4245,3236,3174,2929,11738,2413,3888,1536,3547,1218,4030,3824,8074,5227,3134,10684,17839,21186,918,16475,6532,17210
130,5107,2422,539,13464,3949,1137,3164,4174,3225,3209,2914,11836,2452,3765,1599,3468,1228,3975,3793,8073,5108,3130,10864,18110,21443,938,16651,6642,17210
131,4861,2412,507,13303,3918,1050,3201,4232,3140,3233,2856,11607,2454,3794,1545,3476,1235,3876,3796,7990,5164,3150,11020,18369,21684,963,16819,6724,17210
132,4928,2376,480,12982,3888,1050,3145,4158,3190,3180,2853,11643,2451,3802,1530,3439,1232,3808,3778,7922,5130,3091,11209,18638,21953,981,16954,6828,17210
133,4929,2304,506,12845,3847,991,3089,4207,3073,3155,2920,11619,2397,3741,1473,3427,1233,3825,3704,8024,5132,3011,11391,18923,22242,997,17102,6937,17210
134,4766,2278,504,12832,3883,1043,3004,4097,3105,3167,2894,11551,2414,3807,1439,3398,1225,3722,3641,7982,5108,3045,11552,19177,22486,1019,17278,7052,17210
135,4631,2280,515,12704,3952,995,3003,4032,3099,3127,2849,11349,2374,3797,1435,3381,1186,3758,3540,8007,5212,3107,11741,19449,22716,1039,17478,7138,17210
136,4597,2191,446,12564,3884,1028,2946,3967,3101,3099,2865,11352,2418,3749,1503,3242,1155,3577,3612,7877,5140,3075,11924,19713,22956,1066,17617,7230,17210
137,4923,2139,497,12603,3794,956,2979,3996,3037,3118,2853,11204,2379,3753,1480,3273,1172,3820,3498,7947,5085,3093,12085,19997,23208,1080,17760,7318,17210
