Day,Mahama sim,Mahama data,Mahama error,Nduta sim,Nduta data,Nduta error,Nyarugusu sim,Nyarugusu data,Nyarugusu error,Nakivale sim,Nakivale data,Nakivale error,Lusenda sim,Lusenda data,Lusenda error,Total error,refugees in camps (UNHCR),refugees in camps (simulation),raw UNHCR refugee count
0,0,0.0,0.0,0,0.0,0.0,0,210.0,1.0,0,0.0,0.0,0,0.0,0.0,0
1,0,773,1.0,0,11,1.0,0,3801,1.0,0,186,1.0,490,78,5.28205128205,1.0688801814807176,4849,4639,1795
2,0,1547,1.0,0,22,1.0,0,5596,1.0,0,373,1.0,787,156,4.04487179487,1.0617364179880426,7694,7484,3590
3,0,2321,1.0,0,33,1.0,0,7392,1.0,0,560,1.0,1187,233,4.09442060086,1.0684125628617516,10539,10329,5385
4,0,3094,1.0,0,44,1.0,0,9188,1.0,0,747,1.0,1631,312,4.22756410256,1.0752334703025774,13385,13175,7180
5,0,3868,1.0,0,55,1.0,0,10983,1.0,0,934,1.0,2122,390,4.44102564103,1.082686383240912,16230,16020,8975
6,0,4642,1.0,0,66,1.0,0,12779,1.0,0,1120,1.0,2653,467,4.68094218415,1.090122680088078,19074,18864,10770
7,0,5415,1.0,0,77,1.0,2,14574,0.999862769315,0,1307,1.0,3207,546,4.87362637363,1.096400383229162,21919,21709,12565
8,0,6189,1.0,2,88,0.977272727273,3,16370,0.999816737935,0,1494,1.0,3793,624,5.07852564103,1.1025641025641026,24765,24555,14360
9,0,6963,1.0,3,99,0.969696969697,5,18166,0.999724760542,0,1681,1.0,4378,702,5.23646723647,1.1074209554163197,27611,27401,16155
10,0,7736,1.0,3,110,0.972727272727,7,19961,0.999649316167,0,1868,1.0,5001,780,5.41153846154,1.1126580200295517,30455,30245,17950
11,0,8510,1.0,4,121,0.96694214876,14,21757,0.999356528933,0,2055,1.0,5643,858,5.57692307692,1.117383862346476,33301,33091,19745
12,3,9284,0.999676863421,9,132,0.931818181818,15,23552,0.999363111413,0,2241,1.0,6306,935,5.74438502674,1.1219842850818946,36144,35934,21540
13,4,10057,0.999602267078,12,143,0.916083916084,20,25348,0.999210983115,0,2428,1.0,6990,1014,5.89349112426,1.1263400872018465,38990,38780,23335
14,4,10831,0.999630689687,15,154,0.902597402597,30,27144,0.998894783378,0,2615,1.0,7689,1092,6.04120879121,1.1304139975141028,41836,41626,25130
15,5,11605,0.999569151228,21,166,0.873493975904,43,29159,0.998525326657,1,2802,0.999643112063,8423,1170,6.19914529915,1.1339138568437932,44902,44692,27145
16,10,12378,0.999192115043,33,177,0.813559322034,53,31175,0.998299919808,1,2989,0.999665439946,9175,1248,6.35176282051,1.137219338295078,47967,47757,29160
17,12,13152,0.999087591241,44,188,0.765957446809,70,33190,0.997890931003,3,3175,0.99905511811,9992,1326,6.53544494721,1.1413062648194234,51031,50821,31175
18,17,13926,0.998779261812,61,199,0.693467336683,90,35206,0.997443617565,5,3362,0.998512790006,10796,1404,6.68945868946,1.1444627243654917,54097,53887,33190
19,25,14699,0.998299204027,78,210,0.628571428571,107,37222,0.997125355972,8,3549,0.9977458439,11626,1482,6.84480431849,1.1477205136279347,57162,56952,35205
20,37,15473,0.997608737801,91,221,0.588235294118,129,39610,0.996743246655,10,3736,0.997323340471,12583,1560,7.06602564103,1.1517491749174917,60600,60390,37593
21,43,16247,0.997353357543,104,232,0.551724137931,149,41999,0.996452296483,16,3923,0.995921488657,13548,1638,7.27106227106,1.1555302237698901,64039,63829,39981
22,54,17020,0.996827262045,120,243,0.506172839506,165,44387,0.996282695384,20,4110,0.995133819951,14502,1716,7.45104895105,1.1587379216313949,67476,67266,42369
23,61,17794,0.996571878161,139,254,0.452755905512,189,46776,0.995959466393,23,4296,0.994646182495,15461,1794,7.61817168339,1.1616182982203795,70914,70704,44757
24,67,18568,0.996391641534,159,265,0.4,223,49165,0.995464253026,27,4483,0.993977247379,16451,1871,7.7926242651,1.164528190230256,74352,74142,47145
25,82,19341,0.995760301949,186,276,0.326086956522,257,49602,0.994818757308,33,4670,0.992933618844,17241,1950,7.84153846154,1.1685544376903705,75839,75629,47582
26,95,20115,0.995277156351,212,287,0.261324041812,293,50039,0.994144567238,40,4857,0.991764463661,18047,2028,7.89891518738,1.1726586141789308,77326,77116,48019
27,110,20889,0.994734070563,235,298,0.211409395973,329,50477,0.993482180003,49,5044,0.990285487708,18850,2106,7.95061728395,1.1765549267896567,78814,78604,48456
28,125,21662,0.99422952636,267,309,0.135922330097,376,50914,0.992614997839,56,5230,0.989292543021,19599,2184,7.9739010989,1.179416929227014,80299,80089,48893
29,134,22436,0.994027455874,305,320,0.046875,419,51351,0.991840470487,64,5417,0.98818534244,20290,2262,7.96993810787,1.181498055901988,81786,81576,49330
30,156,23210,0.993278759156,354,332,0.066265060241,473,51789,0.990866786383,68,5604,0.987865810136,21044,2340,7.99316239316,1.1844130891624136,83275,83065,49767
31,174,23984,0.992745163442,392,343,0.142857142857,536,51921,0.989676624102,73,5791,0.98739423243,21675,2418,7.96401985112,1.186627514593225,84457,84247,68770
32,194,24212,0.991987444243,433,354,0.223163841808,606,52053,0.988358019711,84,5978,0.985948477752,22316,2496,7.94070512821,1.1899686225658985,85093,84883,68916
33,214,24441,0.991244220777,481,365,0.317808219178,663,52185,0.98729519977,91,6165,0.985239253852,22919,2574,7.90404040404,1.1930945993234574,85730,85520,69062
34,232,24670,0.990595865424,530,376,0.409574468085,730,52317,0.986046600531,100,6351,0.984254448118,23503,2652,7.86236802413,1.195852534562212,86366,86156,69208
35,252,24899,0.989879111611,577,387,0.490956072351,776,52449,0.985204675018,114,6538,0.982563475069,24074,2730,7.81831501832,1.1985563716193695,87003,86793,69354
36,278,25127,0.988936204083,640,398,0.608040201005,838,52581,0.98406268424,123,6725,0.981710037175,24601,2808,7.76103988604,1.200709729686555,87639,87429,69500
37,305,25356,0.987971288847,702,409,0.716381418093,917,52713,0.982603911749,143,6912,0.979311342593,25126,2886,7.70616770617,1.2024672617699035,88276,88066,69646
38,338,25585,0.986789134258,751,420,0.788095238095,980,52845,0.981455199167,158,7099,0.977743344133,25647,2964,7.6528340081,1.2041771169570255,88913,88703,69792
39,373,25814,0.985550476486,814,431,0.888631090487,1065,52977,0.979896936406,173,7285,0.976252573782,26154,3042,7.59763313609,1.2055969357558431,89549,89339,69938
40,401,26042,0.984601797097,883,442,0.997737556561,1148,53109,0.978384078028,195,7472,0.973902569593,26695,3120,7.55608974359,1.2074624383212287,90185,89975,70084
41,423,26271,0.983898595409,956,453,1.11037527594,1221,53269,0.977078601063,207,7659,0.972972972973,27214,3198,7.50969355847,1.2093230599889928,90850,90640,72933
42,461,26500,0.982603773585,1020,464,1.19827586207,1329,53429,0.975125867974,221,7846,0.971832781035,27705,3276,7.45695970696,1.2101731956509862,91515,91305,75782
43,500,26729,0.981293725916,1088,475,1.29052631579,1411,53590,0.973670460907,236,8033,0.970621187601,28166,3354,7.3977340489,1.2109870797669802,92181,91971,78631
44,527,26958,0.980451072038,1154,487,1.36960985626,1513,53750,0.971851162791,257,8220,0.968734793187,28619,3432,7.33886946387,1.2115092571650135,92847,92637,81480
45,556,27024,0.979425695678,1215,498,1.43975903614,1599,53910,0.970339454647,274,8304,0.967003853565,29063,3510,7.28005698006,1.2126954507431955,93246,93036,81885
46,594,27091,0.978073899081,1280,509,1.51473477407,1711,54071,0.968356420262,299,8389,0.964358087972,29475,3588,7.21488294314,1.2131065265675722,93648,93438,82290
47,625,27158,0.976986523308,1367,520,1.62884615385,1816,54231,0.966513617673,316,8474,0.962709464244,29880,3666,7.15057283142,1.2139097704388138,94049,93839,82695
48,671,27224,0.975352630032,1460,531,1.74952919021,1934,54392,0.964443300485,339,8559,0.960392569225,30263,3743,7.08522575474,1.214200256222935,94449,94239,83100
49,711,27291,0.973947455205,1532,542,1.82656826568,2035,54429,0.962611842951,361,8627,0.95815463081,30640,3822,7.0167451596,1.214726906061598,94711,94501,83137
50,756,27358,0.972366401053,1601,553,1.89511754069,2136,54466,0.960782873719,381,8695,0.956181713629,30999,3900,6.94846153846,1.2150212694267783,94972,94762,83174
51,787,27424,0.971302508751,1684,564,1.98581560284,2223,54504,0.959214002642,410,8764,0.953217708809,31369,3977,6.8876037214,1.2157970451419151,95233,95023,83211
52,821,27491,0.970135680768,1769,575,2.07652173913,2350,54541,0.956913147907,436,8832,0.950634057971,31696,4056,6.81459566075,1.2156762134143149,95495,95285,83248
53,869,27558,0.968466507003,1839,586,2.13822525597,2465,54579,0.954836109126,462,8901,0.948095719582,32048,4134,6.75229801645,1.215658221767372,95758,95548,83285
54,920,27625,0.966696832579,1924,597,2.22278056951,2579,55197,0.953276446184,492,8969,0.945144386219,32418,4212,6.69658119658,1.2146273291925467,96600,96390,96733
55,981,27841,0.964764196688,1995,608,2.28125,2697,55816,0.951680521714,510,9038,0.943571586634,32772,4290,6.63916083916,1.2129558472431425,97593,97383,97212
56,1023,28057,0.963538510889,2076,619,2.35379644588,2833,56435,0.949800655622,529,9070,0.941675854465,33180,4368,6.59615384615,1.2120467990542776,98549,98339,98449
57,1062,28274,0.962438989885,2165,630,2.43650793651,2952,57054,0.94825954359,552,9103,0.939360650335,33556,4446,6.54745838956,1.21107057794929,99507,99297,99686
58,1098,28490,0.96146016146,2246,641,2.50390015601,3078,57782,0.946730815825,575,9135,0.937055281883,33946,4524,6.50353669319,1.2099093186970529,100572,100362,98408
59,1143,28707,0.960183927265,2333,653,2.57274119449,3200,58510,0.945308494274,599,9168,0.934664048866,34370,4602,6.46849196002,1.2090810704447068,101640,101430,97130
60,1179,28980,0.959316770186,2408,664,2.6265060241,3342,59238,0.943583510584,631,9201,0.931420497772,34798,4680,6.43547008547,1.2079153002539824,102763,102553,106660
61,1234,29254,0.957817734327,2496,675,2.69777777778,3472,59415,0.941563578221,666,9232,0.927859618718,35183,4758,6.39449348466,1.2074922097276792,103334,103124,106353
62,1279,29410,0.956511390683,2573,686,2.75072886297,3598,59593,0.939623781317,703,9264,0.924114853195,35549,4836,6.35090984285,1.2071317769705845,103789,103579,106659
63,1329,29441,0.954858870283,2648,697,2.79913916786,3710,59771,0.937929765271,732,9296,0.921256454389,35871,4914,6.29975579976,1.2067442061487337,104119,103909,110197
64,1375,29472,0.953345548317,2731,708,2.85734463277,3843,59949,0.935895511185,763,9328,0.918203259005,36215,4992,6.25460737179,1.2064643988932398,104449,104239,113735
65,1423,29504,0.951769251627,2815,719,2.91515994437,3971,60127,0.933956458829,796,9360,0.914957264957,36542,5070,6.20749506903,1.2060412292422218,104780,104570,117273
66,1477,29563,0.950038899976,2908,730,2.98356164384,4092,60305,0.932144929939,829,9392,0.911733390119,36855,5148,6.15909090909,1.2055298750214005,105138,104928,117374
67,1539,29623,0.948047125544,3017,741,3.07152496626,4209,60483,0.930410197907,862,9424,0.908531409168,37194,5226,6.11710677382,1.2053802477795577,105497,105287,118646
68,1583,29719,0.946734412329,3104,752,3.12765957447,4341,60661,0.928438370617,887,9456,0.906197123519,37523,5304,6.07447209653,1.204963547765648,105892,105682,120445
69,1646,29816,0.944794741079,3193,763,3.18479685452,4473,60839,0.926478081494,921,9488,0.902930016863,37838,5382,6.03047194352,1.2041716844799037,106288,106078,122244
70,1685,29866,0.94358132994,3282,774,3.24031007752,4601,61482,0.925165088969,962,9555,0.899319727891,38164,5460,5.98974358974,1.2028244210683516,107137,106927,122887
71,1719,29916,0.942539109507,3363,785,3.28407643312,4724,62126,0.923960982519,992,9623,0.896913644394,38424,5538,5.93824485374,1.2010038152387301,107988,107778,123530
72,1778,29966,0.940666088233,3447,796,3.33040201005,4875,62770,0.922335510594,1045,9691,0.892167990919,38780,5616,5.90527065527,1.199423000946352,108839,108629,124173
73,1840,30016,0.938699360341,3540,808,3.38118811881,4999,64363,0.922331152992,1082,9759,0.889127984425,39126,5694,5.87144362487,1.196502169197397,110640,110430,125766
74,1910,30066,0.93647309253,3620,819,3.42002442002,5135,65099,0.921120140094,1114,9827,0.886638852142,39496,5772,5.84268884269,1.1951462140290188,111583,111373,126502
75,1977,30116,0.93435383185,3708,830,3.46746987952,5281,67153,0.921358688368,1152,9895,0.883577564426,39859,5850,5.8135042735,1.1914637574224378,113844,113634,128556
76,2031,30166,0.93267254525,3788,841,3.50416171225,5412,69322,0.921929546176,1197,9963,0.879855465221,40251,5928,5.78997975709,1.1881001548786783,116220,116010,130725
77,2084,30216,0.931029917924,3864,852,3.53521126761,5544,69406,0.920122179639,1241,10030,0.876271186441,40645,6006,5.7673992674,1.1881726890395674,116510,116300,131178
78,2142,30266,0.929227516025,3952,863,3.57937427578,5680,69491,0.918262796621,1276,10098,0.873638344227,40951,6084,5.73093359632,1.187590965908118,116802,116592,131631
79,2203,30316,0.92733210186,4043,874,3.62585812357,5810,69575,0.916492993173,1326,10166,0.869565217391,41263,6162,5.69636481662,1.1869881205537478,117093,116883,132084
80,2257,30367,0.925675898179,4130,885,3.66666666667,5966,69660,0.914355440712,1372,10234,0.865937072503,41578,6240,5.66314102564,1.186248786056259,117386,117176,132537
81,2321,30647,0.924266649264,4251,896,3.74441964286,6092,69745,0.912653236791,1417,10302,0.862453892448,41903,6318,5.63232035454,1.1857041082878177,117908,117698,131371
82,2374,30701,0.92267352855,4338,907,3.78280044101,6222,71835,0.913384840259,1471,10370,0.858148505304,42286,6396,5.61131957473,1.1826069595454582,120209,119999,134280
83,2437,30756,0.920763428274,4412,918,3.80610021786,6352,73925,0.914075076091,1518,10438,0.854569840966,42726,6474,5.59962928638,1.1799593505889268,122511,122301,137189
84,2474,30810,0.919701395651,4515,929,3.86006458558,6486,74360,0.912775685853,1553,10444,0.851302183072,43117,6552,5.58073870574,1.1799991876193183,123095,122885,137624
85,2538,30865,0.917770937956,4593,940,3.88617021277,6635,74795,0.911290861689,1596,10450,0.847272727273,43459,6630,5.55490196078,1.1790346054333765,123680,123470,138059
86,2608,30920,0.915653298836,4670,951,3.91062039958,6783,75230,0.909836501396,1651,10456,0.842100229533,43830,6708,5.53398926655,1.1781676256387559,124265,124055,138494
87,2659,30974,0.914153806418,4752,962,3.93970893971,6927,77166,0.91023248581,1695,10462,0.837985088893,44185,6786,5.51119952844,1.1753858330035616,126350,126140,140430
88,2742,31029,0.91163105482,4850,974,3.9794661191,7058,77874,0.90936641241,1742,10468,0.833588077952,44582,6864,5.49504662005,1.1746260091660181,127209,126999,142620
89,2807,31084,0.909696306782,4932,985,4.00710659898,7197,78582,0.908414140643,1786,10474,0.829482528165,44949,6942,5.47493517718,1.1736356750763273,128067,127857,144810
90,2867,31114,0.907854984894,5020,996,4.04016064257,7313,79290,0.907768949426,1857,10480,0.822805343511,45333,7020,5.45769230769,1.172878200155159,128900,128690,147254
91,2914,31145,0.906437630438,5096,1007,4.06057596822,7456,79478,0.90618787589,1913,10489,0.817618457432,45718,7098,5.44096928712,1.1727404288909353,129217,129007,147442
92,2957,31176,0.905151398512,5186,1018,4.09430255403,7597,79667,0.904640566357,1976,10498,0.811773671175,46061,7176,5.41875696767,1.1723781217431581,129535,129325,147630
93,3015,31206,0.903383964622,5264,1029,4.1156462585,7764,79992,0.902940294029,2027,10507,0.807080993623,46332,7254,5.38709677419,1.1709696279656583,129988,129778,152162
94,3087,31237,0.901174888754,5348,1040,4.14230769231,7921,80318,0.901379516422,2089,10516,0.801350323317,46615,7332,5.35774686307,1.1695913157471078,130443,130233,156694
95,3144,31268,0.899449916848,5420,1051,4.15699333968,8070,80429,0.899663056858,2166,10525,0.794204275534,46860,7208,5.50110987791,1.1715345529234142,130481,130271,156957
96,3220,31299,0.89712131378,5508,1062,4.18644067797,8186,80540,0.898361062826,2229,10535,0.788419553868,47132,7084,5.65330321852,1.1740193073858411,130520,130310,157220
97,3288,31329,0.895049315331,5607,1073,4.22553588071,8313,80626,0.896894302086,2299,10527,0.781609195402,47373,6960,5.80646551724,1.1763322223499215,130515,130310,158477
98,3352,31360,0.893112244898,5692,1084,4.25092250923,8439,80712,0.895443056795,2364,10519,0.775263808347,47604,6837,5.96270293989,1.1785199828368274,130512,130310,159734
99,3422,31391,0.890987862763,5781,1095,4.27945205479,8564,80798,0.894007277408,2426,10511,0.769194177528,47812,6713,6.1223000149,1.1805636436080547,130508,130310,160991
100,3498,31422,0.888676723315,5861,1106,4.29927667269,8692,80884,0.892537461055,2498,10504,0.762185833968,48021,6589,6.28805585066,1.1823991417953335,130505,130310,162248
101,3569,32524,0.890265649982,5940,1117,4.31781557744,8847,80970,0.890737310115,2549,10496,0.757145579268,48258,6465,6.46450116009,1.1829340589183108,131572,131362,160324
102,3632,32794,0.889248033177,6040,1129,4.34986713906,8990,81204,0.889291167923,2624,10488,0.749809305873,48544,6342,6.65436770735,1.1848784073599734,131957,131732,160545
103,3709,32878,0.887189001764,6130,1140,4.37719298246,9131,81438,0.88787789484,2680,10481,0.744299208091,48746,6218,6.83949823094,1.1864477318300481,132155,131915,161851
104,3759,33431,0.887559450809,6231,1151,4.4135534318,9287,81673,0.886290450945,2737,10473,0.738661319584,49005,6094,7.04151624549,1.1879432624113475,132822,132567,162171
105,3821,33977,0.88754157224,6331,1162,4.44836488812,9437,81860,0.884717810897,2805,10465,0.731963688485,49240,5970,7.24790619765,1.189187163691413,133434,133164,161735
106,3903,34523,0.886944935261,6419,1173,4.47229326513,9582,82048,0.883214703588,2883,10458,0.724325874928,49472,5847,7.46109115786,1.1901021268342173,134049,133764,161299
107,3989,35070,0.88625605931,6501,1184,4.49070945946,9715,82235,0.88186295373,2960,10450,0.716746411483,49706,5723,7.68530491001,1.1910635517072374,134662,134362,160863
108,4061,35710,0.886278353402,6588,1195,4.5129707113,9862,82423,0.88034893173,3017,10442,0.711070676116,49945,5599,7.92034291838,1.1921045438763676,135369,135054,162360
109,4123,36231,0.886202423339,6688,1206,4.5456053068,10018,82622,0.878749001477,3071,10435,0.705701964542,50180,5475,8.16529680365,1.193382315086527,135969,135639,162560
110,4185,36753,0.886131744347,6785,1217,4.57518488085,10176,82821,0.877132611294,3140,10432,0.699003067485,50429,5352,8.42245889387,1.194581731649277,136575,136230,164116
111,4255,37643,0.886964375847,6868,1228,4.59283387622,10312,83021,0.875790462654,3202,10430,0.693000958773,50710,5228,8.69969395562,1.1955434387495456,137550,137190,161855
112,4313,38334,0.887488913236,6948,1239,4.60774818402,10458,83220,0.874333093006,3260,10428,0.687380130418,50985,5104,8.98922413793,1.196754021326586,138325,137950,163477
113,4392,39025,0.887456758488,7031,1250,4.6248,10608,83419,0.872834725902,3322,10426,0.681373489354,51245,4980,9.29016064257,1.1976563623292595,139100,138710,165099
114,4457,39717,0.887781050935,7103,1261,4.63283108644,10738,83619,0.87158420933,3380,10424,0.675748273216,51543,4857,9.61210623842,1.1989948383591416,139878,139473,166721
115,4529,40157,0.887217670643,7194,1272,4.65566037736,10868,84736,0.871742824773,3456,10422,0.668393782383,51840,4733,9.95288400592,1.199341919048967,141320,140900,165356
116,4598,41176,0.88833300952,7292,1283,4.68355416991,11012,85505,0.871212209812,3531,10420,0.66113243762,52168,4609,10.3187242352,1.1995552229829431,142993,142558,168539
117,4664,42172,0.889405292611,7356,1295,4.68030888031,11160,85978,0.870199353323,3590,10441,0.656163202758,52512,4485,10.708361204,1.200137146656877,144371,143921,168107
118,4720,42268,0.888331598372,7444,1306,4.69984686064,11289,86370,0.86929489406,3661,10462,0.650066908813,52799,4362,11.1043099496,1.2019576149425288,144768,144303,168499
119,4793,42364,0.886861486168,7520,1317,4.7099468489,11425,86782,0.868348274988,3731,10483,0.644090432128,53051,4238,11.5179329873,1.2032730879435751,145184,144704,168911
120,4862,42460,0.885492227979,7603,1328,4.72515060241,11575,87229,0.867303305093,3800,10504,0.638233054075,53303,4114,11.956490034,1.2045181446767603,145635,145140,169358
121,4939,42557,0.883943887022,7681,1339,4.73637042569,11708,87677,0.866464409138,3871,10525,0.632209026128,53560,3990,12.4235588972,1.2058006133289525,146088,145578,169805
122,5011,42653,0.882517056245,7773,1350,4.75777777778,11845,88125,0.865588652482,3955,10546,0.62497629433,53825,3867,12.9190587018,1.207129745259006,146541,146016,170252
123,5088,42749,0.880979672039,7869,1361,4.78177810434,11986,88135,0.864004084643,4033,10567,0.618340115454,54106,3743,13.4552497996,1.209204735423561,146555,146016,170262
124,5148,42845,0.879845956354,7955,1372,4.79810495627,12124,88394,0.862841369324,4106,10588,0.612202493389,54334,3619,14.0135396518,1.2106621803866011,146818,146278,170397
125,5218,42942,0.878487261888,8051,1383,4.82140274765,12267,88654,0.861630608884,4188,10610,0.605278039585,54552,3496,14.6041189931,1.2119318761260496,147085,146544,170532
126,5272,43038,0.877503601468,8134,1394,4.8350071736,12394,88913,0.860605310809,4258,10618,0.598982859296,54750,3372,15.2366548043,1.2133098041877355,147335,146793,170964
127,5335,43134,0.876315667455,8234,1405,4.86049822064,12526,89173,0.859531472531,4330,10626,0.592508940335,54956,3248,15.9199507389,1.2147425907606413,147586,147043,171396
128,5402,43230,0.875040481147,8314,1416,4.87146892655,12662,89433,0.858419151767,4399,10634,0.586326876058,55193,3124,16.6674135723,1.2162110973572244,147837,147293,171828
129,5485,43327,0.873404574515,8409,1427,4.89278206027,12804,89654,0.857184286256,4473,10642,0.579684269874,55399,3001,17.46017994,1.217425076493911,148051,147506,168566
130,5548,43430,0.872254202164,8503,1438,4.91307371349,12933,89875,0.856100139082,4543,10650,0.573427230047,55631,2877,18.3364615919,1.2190598232953396,148270,147724,169008
131,5610,43534,0.871135204668,8585,1450,4.92068965517,13043,90145,0.855310888014,4606,10658,0.567836367048,55864,2753,19.2920450418,1.220708226740272,148540,147993,168154
132,5666,43567,0.869947437281,8665,1461,4.93086926762,13169,90385,0.854301045527,4678,10666,0.561410088131,56051,2629,20.3202738684,1.2220660623503778,148708,148160,168394
133,5734,43600,0.868486238532,8748,1472,4.94293478261,13293,90447,0.853029951242,4758,10674,0.554243957279,56247,2506,21.4449321628,1.2236329766844432,148699,148160,168819
134,5806,43633,0.866935576284,8829,1483,4.95347269049,13454,90510,0.851353441609,4840,10682,0.546901329339,56423,2382,22.6872376154,1.2247763803887282,148690,148160,169244
135,5872,43667,0.865527744063,8920,1494,4.97054886212,13594,90573,0.849911121416,4907,10690,0.540972871843,56589,2258,24.0615589017,1.2262008851105044,148682,148160,169669
136,5949,43716,0.86391710129,8980,1505,4.96677740864,13742,90998,0.848985691993,4984,10698,0.534118526827,56780,2134,25.6073102156,1.2268149827911252,149051,148502,168778
137,6024,43741,0.862280240507,9083,1516,4.99142480211,13892,91423,0.848046990363,5068,10706,0.526620586587,56970,2011,27.329189458,1.2276819480980208,149397,148821,169931
138,6091,43779,0.860869366591,9172,1527,5.00654878847,14016,91517,0.846848126578,5145,10734,0.520681945221,57145,1887,29.2835188129,1.2290958486121892,149444,148841,170025
