Day,Mbera sim,Mbera data,Mbera error,Mentao sim,Mentao data,Mentao error,Bobo-Dioulasso sim,Bobo-Dioulasso data,Bobo-Dioulasso error,Abala sim,Abala data,Abala error,Mangaize sim,Mangaize data,Mangaize error,Niamey sim,Niamey data,Niamey error,Tabareybarey sim,Tabareybarey data,Tabareybarey error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,retrofitted time,refugees in camps (simulation),refugee_debt,Total error (retrofitted)
203,30278,54028,0.439586880877,10079,5876,0.715282505106,2082,1307,0.592960979342,17287,8952,0.931076854334,4356,3167,0.375434164825,1454,6327,0.770191243875,9247,5728,0.614350558659,0.5462786203665749,85385,85385,85385,142.1452784503632,74783,0,0.5380804590970311
204,30354,54028,0.438180202858,10072,5876,0.714091218516,2080,1307,0.59143075746,17305,9028,0.916814355339,4373,3172,0.378625472888,1465,6327,0.76845266319,9240,5728,0.61312849162,0.5440175040366929,85466,85466,85466,142.40193704600483,74889,0,0.5368216600753516
205,30486,54028,0.435737025246,10061,5876,0.712219196732,2076,1308,0.587155963303,17335,9104,0.904108084359,4366,3177,0.374252439408,1483,6327,0.765607712976,9236,5728,0.612430167598,0.5408308785710946,85548,85548,85548,142.77481840193704,75043,0,0.5346355262542666
206,30588,54028,0.433849115274,10049,5876,0.71017699115,2073,1308,0.584862385321,17374,9180,0.892592592593,4358,3182,0.369578881207,1495,6327,0.763711079501,9224,5727,0.610616378558,0.5381066940720325,85628,85628,85628,143.04725897920605,75161,0,0.5328163684776008
207,30695,54028,0.431868660694,10038,5876,0.708304969367,2072,1308,0.584097859327,17405,9256,0.880401901469,4375,3188,0.372333751568,1504,6327,0.762288604394,9216,5727,0.609219486642,0.5356084470890211,85710,85710,85710,143.31947069943288,75305,0,0.5309532143273831
208,30781,54028,0.430276893463,10160,5876,0.729067392784,2069,1309,0.580595874714,17429,9331,0.867859822098,4372,3193,0.369245223927,1517,6327,0.760233918129,9210,5727,0.608171817706,0.5345665629261811,85791,85791,85791,143.75992438563327,75538,0,0.5303120373931998
209,30901,54028,0.428055822907,10151,5876,0.727535738598,2066,1309,0.578304048892,17451,9407,0.855107898374,4370,3198,0.366479049406,1529,6327,0.758337284653,9199,5727,0.606251091322,0.5315469536053661,85872,85872,85872,144.00379506641366,75667,0,0.5279485746226943
210,31012,54028,0.426001332642,10141,5876,0.725833900613,2065,1309,0.577540106952,17482,9483,0.843509437942,4366,3203,0.363097096472,1537,6327,0.757072862336,9194,5727,0.605378033875,0.5288471606575686,85953,85953,85953,144.2504743833017,75797,0,0.52590369155236
211,31134,54028,0.423743244244,10131,5876,0.724132062628,2063,1310,0.574809160305,17493,9559,0.830003138404,4364,3208,0.360349127182,1547,6327,0.75549233444,9271,5727,0.618823118561,0.5267158714476666,86035,86035,86035,144.64136622390893,76003,0,0.5242517580054629
212,31235,54028,0.421873843192,10125,5876,0.723110959837,2061,1310,0.573282442748,17498,9640,0.815145228216,4361,3214,0.35687616677,1569,6327,0.752015173068,9262,5752,0.610222531293,0.5231290700778901,86147,86147,86147,144.84629981024668,76111,0,0.5217128861132715
213,31317,54028,0.420356111646,10118,5876,0.721919673247,2057,1310,0.570229007634,17520,9720,0.802469135802,4361,3219,0.354768561665,1584,6327,0.749644381223,9251,5776,0.601627423823,0.5200797625672418,86256,86256,86256,145.03024574669186,76208,0,0.5197087738823966
214,31419,54028,0.418468201673,10113,5876,0.721068754255,2054,1311,0.566742944317,17528,9801,0.788388939904,4357,3224,0.351426799007,1604,6327,0.746483325431,9243,5801,0.593345974832,0.5165570581696924,86368,86368,86368,145.2381852551985,76318,0,0.5172517599110782
215,31515,54028,0.416691345228,10107,5876,0.720047651464,2052,1311,0.565217391304,17554,9882,0.776361060514,4372,3229,0.353979560235,1609,6327,0.745693061483,9229,5826,0.584105732921,0.5136622763908001,86479,86479,86479,145.46502835538752,76438,0,0.5153505475317707
216,31636,54028,0.414451765751,10100,5876,0.718856364874,2051,1311,0.564454614798,17591,9962,0.765810078298,4365,3234,0.349721706865,1618,6327,0.744270586376,9221,5851,0.575969919672,0.5103997043504371,86589,86589,86589,145.73724007561438,76582,0,0.5130443820808648
217,31712,54028,0.413045087732,10089,5876,0.716984343091,2050,1312,0.5625,17604,10043,0.752862690431,4362,3240,0.346296296296,1639,6327,0.740951477794,9214,5876,0.568073519401,0.5072085995709441,86702,86702,86702,145.90359168241966,76670,0,0.5109224700698946
218,31817,54028,0.411101650996,10079,5886,0.712368331634,2049,1315,0.558174904943,17629,10123,0.741479798479,4366,3245,0.345454545455,1665,6327,0.736842105263,9200,5901,0.559057786816,0.503610711200691,86825,86825,86825,146.1590909090909,76805,0,0.5084480276418082
219,31918,54028,0.409232249944,10066,5896,0.707259158752,2046,1319,0.551175132676,17642,10204,0.728929831439,4360,3250,0.341538461538,1681,6327,0.734313260629,9194,5926,0.551468106649,0.49993099482461184,86950,86950,86950,146.35227272727272,76907,0,0.5059574468085106
220,31998,54028,0.40775153624,10056,5906,0.702675245513,2044,1323,0.544973544974,17646,10285,0.715702479339,4357,3255,0.338556067588,1690,6327,0.732890785522,9270,5950,0.557983193277,0.49751935135631764,87074,87074,87074,146.6439393939394,77061,0,0.5046282472379815
221,32098,54028,0.40590064411,10038,5916,0.696754563895,2042,1327,0.538809344386,17655,10365,0.703328509407,4379,3260,0.343251533742,1697,6327,0.731784415995,9265,5975,0.550627615063,0.49423151907153834,87198,87198,87198,146.85795454545453,77174,0,0.5024885891878255
222,32220,54028,0.403642555712,10152,5926,0.713128585893,2040,1331,0.532682193839,17679,10446,0.692418150488,4375,3265,0.339969372129,1709,6327,0.729887782519,9251,6000,0.541833333333,0.4919093480526322,87323,87323,87323,147.33459357277883,77426,0,0.501002026957388
223,32307,54028,0.402032279559,10144,5936,0.708894878706,2040,1335,0.52808988764,17697,10527,0.681105728128,4373,3271,0.336900030572,1721,6327,0.727991149044,9248,6025,0.534937759336,0.48868483344577984,87449,87449,87449,147.531190926276,77530,0,0.4989765463298608
224,32399,54028,0.400329458799,10130,5947,0.703379855389,2039,1339,0.522778192681,17719,10607,0.670500612803,4370,3276,0.333943833944,1735,6327,0.725778409989,9240,6050,0.527272727273,0.485303857309247,87574,87574,87574,147.72400756143668,77632,0,0.4967684472560349
225,32528,54028,0.397941807951,10120,5957,0.698841698842,2036,1343,0.51600893522,17750,10688,0.660741017964,4366,3281,0.330691862237,1746,6327,0.724039829303,9233,6075,0.519835390947,0.4816702584978164,87699,87699,87699,148.00315457413248,77779,0,0.49421316092543816
226,32643,54028,0.395813282002,10106,5967,0.693648399531,2034,1347,0.510022271715,17780,10768,0.651188707281,4361,3286,0.327145465612,1762,6327,0.721510984669,9223,6100,0.511967213115,0.478075219475536,87823,87823,87823,148.41324921135646,77909,0,0.4925133507167826
227,32742,54028,0.393980898793,10090,5977,0.688137861804,2033,1351,0.504811250925,17800,10791,0.64952275044,4358,3299,0.321006365565,1774,6327,0.719614351193,9212,6108,0.508185985593,0.47571147346980575,87881,87881,87881,148.72870662460568,78009,0,0.4911869459837735
228,32841,54028,0.392148515585,10086,5987,0.684650075163,2028,1355,0.49667896679,17804,10814,0.646384316627,4369,3311,0.319540924192,1783,6327,0.718191876087,9203,6116,0.504741661216,0.4734926880302031,87938,87938,87938,149.05956112852664,78114,0,0.49000432122631854
229,32961,54028,0.389927445029,10078,5997,0.680506920127,2026,1359,0.490802060338,17842,10837,0.646396604226,4365,3323,0.313572073428,1793,6327,0.71661134819,9196,6124,0.50163291966,0.4712540485254844,87995,87995,87995,149.5203761755486,78261,0,0.48895959997727145
230,33063,54028,0.388039535056,10070,6008,0.676098535286,2025,1363,0.485693323551,17863,10860,0.644843462247,4359,3336,0.306654676259,1805,6327,0.714714714715,9190,6132,0.498695368558,0.4689735843913962,88054,88054,88054,149.87774294670845,78375,0,0.48775751243555093
231,33176,54028,0.385948026949,10060,6041,0.665287204105,2022,1364,0.482404692082,17879,10883,0.642837452908,4367,3348,0.304360812425,1816,6327,0.712976134029,9251,6140,0.50667752443,0.4671001123327773,88131,88131,88131,150.49526813880126,78571,0,0.4874788666870908
232,33270,54028,0.384208188347,10044,6074,0.653605531775,2020,1365,0.479853479853,17883,10905,0.639889958735,4364,3360,0.29880952381,1841,6327,0.709024814288,9242,6149,0.503008619288,0.4641755849809541,88208,88208,88208,150.78864353312304,78664,0,0.48577226555414477
233,33376,54028,0.382246242689,10144,6108,0.66077275704,2017,1367,0.475493782004,17904,10928,0.638360175695,4363,3373,0.293507263564,1857,6327,0.706495969654,9234,6157,0.499756374858,0.4627016129032258,88288,88288,88288,152.17117117117118,78895,0,0.48357647698441464
234,33476,54028,0.380395350559,10133,6141,0.650056993975,2014,1368,0.472222222222,17920,10951,0.636380239248,4357,3385,0.287149187592,1872,6327,0.704125177809,9223,6165,0.49602595296,0.45995586487862844,88365,88365,88365,152.47147147147146,78995,0,0.4805522548520342
235,33572,54028,0.378618494114,10120,6174,0.639131843213,2011,1369,0.468955441928,17927,10974,0.633588481866,4361,3397,0.283779805711,1887,6327,0.701754385965,9217,6173,0.493115179005,0.45730535266050065,88442,88442,88442,152.77177177177177,79095,0,0.47762375342032065
236,33666,54028,0.376878655512,10111,6208,0.628704896907,2009,1371,0.465353756382,17932,10997,0.630626534509,4358,3410,0.278005865103,1907,6327,0.698593330172,9206,6181,0.489403009222,0.45447459388626554,88522,88522,88522,153.27272727272728,79189,0,0.47461647951921554
237,33745,54028,0.375416450729,10102,6241,0.618650857234,2004,1372,0.460641399417,17961,11020,0.629854809437,4357,3422,0.273232028054,1924,6327,0.695906432749,9192,6189,0.485215705284,0.4521269991760629,88599,88599,88599,154.71641791044777,79285,0,0.4720369304393955
238,33844,54028,0.373584067521,10095,6275,0.608764940239,2002,1374,0.457059679767,17979,11043,0.628090192882,4365,3434,0.271112405358,1929,6327,0.6951161688,9239,6198,0.490642142627,0.45036592654405216,88679,88679,88679,155.36341463414635,79453,0,0.47208471002153835
239,33968,54028,0.371288961279,10086,6275,0.607330677291,2001,1385,0.44476534296,17989,11043,0.62899574391,4361,3434,0.269947582994,1941,6330,0.69336492891,9229,6198,0.489028718942,0.4485134114304398,88693,88693,88693,155.6609756097561,79575,0,0.4712660525633365
240,34052,54028,0.36973421189,10074,6275,0.605418326693,1996,1396,0.429799426934,18008,11043,0.630716290863,4357,3434,0.268782760629,1958,6333,0.690825832939,9217,6198,0.48709261052,0.4470560384186141,88707,88707,88707,155.87317073170732,79662,0,0.4705603841861409
241,34147,54028,0.367975864367,10064,6275,0.603824701195,1994,1407,0.417199715707,18027,11043,0.632436837816,4376,3434,0.274315666861,1980,6336,0.6875,9206,6198,0.485317844466,0.4457456521004046,88721,88721,88721,156.19607843137254,79794,0,0.4703508752155634
242,34275,54028,0.36560672244,10053,6275,0.602071713147,1993,1418,0.405500705219,18049,11043,0.634429050077,4374,3434,0.273733255679,1987,6339,0.686543618867,9192,6198,0.483059051307,0.4439961683664845,88735,88735,88735,156.51225490196077,79923,0,0.46969065194117315
243,34359,54028,0.364051973051,10044,6275,0.600637450199,1991,1429,0.393282015395,18054,11043,0.634881825591,4372,3434,0.273150844496,1993,6342,0.685745821507,9252,6198,0.492739593417,0.4434078130457808,88749,88749,88749,156.86029411764707,80065,0,0.4702588198176881
244,34464,54028,0.362108536315,10129,6275,0.614183266932,1991,1440,0.382638888889,18074,11043,0.636692927646,4368,3434,0.271986022132,2002,6345,0.684475965327,9246,6198,0.491771539206,0.44303369647262936,88763,88763,88763,157.36893203883494,80274,0,0.47158162747991844
245,34552,54028,0.36047975124,10122,6275,0.613067729084,1990,1451,0.371467953136,18077,11043,0.636964592955,4363,3434,0.270529994176,2021,6348,0.681632010082,9236,6198,0.490158115521,0.44144316658594007,88777,88777,88777,157.58009708737865,80361,0,0.4707187672482738
246,34646,54028,0.358739912638,10111,6276,0.611057998725,1990,1461,0.362080766598,18103,11043,0.639319025627,4356,3434,0.268491555038,2036,6351,0.679420563691,9224,6198,0.488222007099,0.4400108119066122,88791,88791,88791,157.83495145631068,80466,0,0.47019405119888275
247,34726,54028,0.357259198934,10101,6278,0.608951895508,1988,1471,0.351461590755,18120,11043,0.640858462374,4375,3434,0.27402446127,2046,6354,0.677998111426,9212,6198,0.486285898677,0.4389568272414026,88806,88806,88806,158.10591900311528,80568,0,0.4699682453888251
248,34820,54028,0.355519360332,10093,6279,0.607421563943,1987,1482,0.340755735493,18148,11043,0.643394005252,4371,3434,0.272859638905,2060,6357,0.675947774107,9199,6198,0.484188447886,0.4375879578027719,88821,88821,88821,158.44859813084113,80678,0,0.46942727508134335
249,34906,54028,0.3539275931,10086,6281,0.605795255533,1986,1492,0.33109919571,18159,11043,0.644390111383,4368,3434,0.271986022132,2073,6360,0.674056603774,9232,6198,0.489512746047,0.4366698185420325,88836,88836,88836,158.85981308411215,80810,0,0.46949434913773697
250,34978,54028,0.352594950766,10081,6283,0.604488301767,1985,1502,0.321571238349,18169,11043,0.645295662411,4363,3434,0.270529994176,2085,6363,0.672324375295,9222,6198,0.487899322362,0.4354256001620691,88851,88851,88851,159.09459459459458,80883,0,0.468863603110826
251,35086,54028,0.350595987266,10070,6284,0.602482495226,1985,1513,0.311962987442,18174,11043,0.645748437924,4361,3434,0.269947582994,2099,6366,0.67027961043,9214,6198,0.486608583414,0.43369792721625816,88866,88866,88866,159.4527027027027,80989,0,0.46809803524407534
252,35153,54028,0.349355889539,10061,6286,0.600540884505,1983,1523,0.302035456336,18185,11043,0.646744544055,4382,3434,0.276062900408,2110,6369,0.668707803423,9206,6198,0.485317844466,0.432792160304227,88881,88881,88881,159.76013513513513,81080,0,0.46804153868655846
253,35235,54028,0.347838157992,10050,6287,0.598536662955,1983,1533,0.293542074364,18198,11043,0.647921760391,4379,3434,0.275189283634,2123,6372,0.666823603264,9194,6198,0.483381736044,0.4314190899375668,88895,88895,88895,160.04330708661416,81162,0,0.467461612014174
254,35303,54028,0.346579551344,10043,6289,0.596915248847,1980,1544,0.282383419689,18202,11043,0.648283980802,4375,3434,0.27402446127,2139,6375,0.664470588235,9238,6198,0.490480800258,0.43066662167785763,88911,88911,88911,160.50787401574803,81280,0,0.4681647940074906
255,35378,54028,0.345191382246,10118,6291,0.608329359402,1978,1554,0.272844272844,18213,11043,0.649280086933,4368,3434,0.271986022132,2150,6378,0.662903731577,9228,6198,0.488867376573,0.43027910847221285,88926,88926,88926,161.10980392156864,81433,0,0.4696039403549018
256,35451,54028,0.343840230991,10110,6292,0.60680228862,1975,1564,0.262787723785,18217,11043,0.649642307344,4362,3434,0.270238788585,2164,6381,0.660868202476,9223,6198,0.488060664731,0.4289408590060715,88940,88940,88940,161.38039215686274,81502,0,0.4691140094445694
257,35504,54028,0.342859258162,10099,6294,0.604544010168,1972,1575,0.252063492063,18234,11043,0.651181744091,4360,3434,0.269656377402,2176,6384,0.659147869674,9216,6198,0.486931268151,0.4279531453752417,88956,88956,88956,161.61176470588236,81561,0,0.4689172175007869
258,35597,54028,0.341137928482,10088,6295,0.602541699762,1970,1585,0.242902208202,18250,11043,0.652630625736,4357,3434,0.268782760629,2188,6387,0.657429152967,9207,6198,0.485479186834,0.4265145554681353,88970,88970,88970,161.98823529411766,81657,0,0.4686523547263122
259,35665,54028,0.339879321833,10080,6297,0.600762267747,1970,1595,0.235109717868,18256,11043,0.653173956352,4358,3434,0.26907396622,2201,6390,0.655555555556,9198,6198,0.484027105518,0.4253188739675226,88985,88985,88985,162.2687747035573,81728,0,0.4683598359274035
260,35735,54028,0.338583697342,10075,6299,0.599460231783,1969,1606,0.22602739726,18262,11043,0.653717286969,4360,3434,0.269656377402,2216,6393,0.653370874394,9189,6198,0.482575024201,0.4240963584678824,89001,89001,89001,162.57707509881422,81806,0,0.46814080740665837
261,35816,54028,0.337084474717,10068,6300,0.598095238095,1967,1616,0.217202970297,18282,11043,0.655528389025,4362,3434,0.270238788585,2220,6396,0.652908067542,9238,6198,0.490480800258,0.42368140201089705,89015,89015,89015,163.15686274509804,81953,0,0.46948267145986633
262,35881,54028,0.335881394832,10056,6302,0.59568390987,1967,1626,0.209717097171,18282,11043,0.655528389025,4359,3434,0.269365171811,2229,6399,0.65166432255,9231,6198,0.489351403679,0.422430641356846,89030,89030,89030,163.3607843137255,82005,0,0.4689093563967202
263,35949,54028,0.334622788184,10044,6304,0.593274111675,1965,1637,0.20036652413,18288,11043,0.656071719641,4374,3434,0.273733255679,2239,6402,0.650265542018,9229,6198,0.489028718942,0.4214226354917683,89046,89046,89046,163.68627450980392,82088,0,0.46893740313995014
264,36017,54028,0.333364181536,10039,6323,0.58769571406,1964,1661,0.182420228778,18298,11043,0.656977270669,4366,3434,0.271403610949,2251,6405,0.648555815769,9217,6198,0.48709261052,0.4196785345485565,89092,89092,89092,163.93725490196078,82152,0,0.4683361020069142
265,36070,54028,0.332383208707,10122,6343,0.595774869935,1962,1685,0.164391691395,18311,11043,0.658154487005,4362,3434,0.270238788585,2269,6408,0.645911360799,9208,6198,0.485640529203,0.4191094806986841,89139,89139,89139,164.53543307086613,82304,0,0.469940205746082
266,36126,54028,0.331346709114,10114,6362,0.589751650424,1959,1709,0.146284376829,18329,11043,0.659784478855,4357,3434,0.268782760629,2279,6411,0.644517236001,9197,6198,0.483865763149,0.4176038571508662,89185,89185,89185,164.75984251968504,82361,0,0.4694847788305208
267,36196,54028,0.330051084623,10104,6382,0.583202757756,1959,1733,0.130409694172,18333,11043,0.660146699267,4374,3435,0.273362445415,2290,6414,0.642968506392,9210,6198,0.48596321394,0.41626976566965135,89233,89233,89233,165.32592592592593,82466,0,0.46980377214707564
268,36254,54028,0.328977567187,10097,6401,0.577409779722,1955,1757,0.112692088788,18337,11043,0.660508919678,4369,3435,0.271906841339,2311,6417,0.639862864267,9206,6198,0.485317844466,0.4145431736466582,89279,89279,89279,165.7925925925926,82529,0,0.46922568577157003
269,36316,54028,0.327830014067,10081,6421,0.570004672169,1951,1781,0.0954519932622,18350,11043,0.661686136014,4365,3435,0.270742358079,2329,6420,0.63722741433,9195,6198,0.483543078412,0.41272417885050267,89326,89326,89326,166.16304347826087,82587,0,0.4683070998365537
270,36398,54028,0.32631228252,10074,6440,0.564285714286,1950,1806,0.0797342192691,18351,11043,0.661776691117,4362,3435,0.269868995633,2339,6423,0.635839950179,9230,6198,0.48919006131,0.4112987143768252,89373,89373,89373,166.79891304347825,82704,0,0.46794893312297897
271,36458,54028,0.325201747242,10066,6460,0.558204334365,1949,1806,0.0791805094131,18370,11043,0.663497238069,4357,3435,0.268413391557,2356,6426,0.633364456894,9219,6198,0.487415295257,0.4100742762539711,89396,89396,89396,167.18579234972677,82775,0,0.4672804152311065
272,36532,54028,0.323832087066,10051,6479,0.551319648094,1947,1806,0.078073089701,18377,11043,0.664131123789,4374,3435,0.273362445415,2367,6429,0.63182454503,9214,6198,0.486608583414,0.40886622380281373,89418,89418,89418,167.66120218579235,82862,0,0.4667069270169317
273,36582,54028,0.322906641001,10048,6499,0.546084012925,1946,1806,0.077519379845,18389,11043,0.665217785022,4369,3435,0.271906841339,2382,6432,0.629664179104,9205,6198,0.485156502097,0.4077771939043615,89441,89441,89441,167.98360655737704,82921,0,0.466106148187073
274,36797,54028,0.318927222921,10102,6518,0.549861920835,1945,1806,0.0769656699889,18393,11043,0.665580005433,4367,3435,0.271324599709,2396,6435,0.627661227661,9201,6198,0.484511132623,0.405508422476331,89463,89463,89463,169.5136612021858,83201,0,0.465544415009557
275,36867,54028,0.31763159843,10094,6538,0.543897216274,1942,1806,0.0753045404208,18396,11043,0.665851670742,4364,3435,0.270451237263,2408,6438,0.625970798385,9197,6198,0.483865763149,0.40413025501195715,89486,89486,89486,169.87978142076503,83268,0,0.4646872136423575
276,36928,54028,0.316502554231,10087,6557,0.538355955467,1941,1806,0.0747508305648,18399,11043,0.66612333605,4358,3435,0.268704512373,2423,6441,0.623816177612,9238,6198,0.490480800258,0.40333824909505295,89508,89508,89508,170.48837209302326,83374,0,0.4647070652902534
277,36993,54028,0.315299474347,10075,6577,0.531853428615,1940,1806,0.0741971207087,18410,11043,0.667119442181,4362,3435,0.269868995633,2430,6444,0.622905027933,9226,6198,0.488544691836,0.40212887156403926,89531,89531,89531,170.84883720930233,83436,0,0.46409623482369233
278,37029,54028,0.31463315318,10065,6596,0.525924802911,1937,1806,0.0725359911406,18423,11043,0.668296658517,4357,3435,0.268413391557,2436,6447,0.622149837134,9216,6198,0.486931268151,0.40121492300648776,89553,89553,89553,171.0057803468208,83463,0,0.46351322680423884
279,37088,54028,0.313541126823,10052,6616,0.519347037485,1937,1806,0.0725359911406,18434,11043,0.669292764647,4370,3435,0.272197962154,2448,6450,0.620465116279,9206,6198,0.485317844466,0.4001406626775029,89576,89576,89576,171.42196531791907,83535,0,0.4630704653032062
280,37161,54028,0.312189975568,10045,6635,0.513941220799,1935,1806,0.0714285714286,18443,11043,0.670107760572,4367,3435,0.271324599709,2459,6453,0.61893692856,9195,6198,0.483543078412,0.3987700618317373,89598,89598,89598,171.82658959537574,83605,0,0.46230942654969975
281,37226,54028,0.310986895684,10078,6655,0.514350112697,1934,1806,0.0708748615725,18445,11043,0.670288870778,4367,3435,0.271324599709,2476,6456,0.616480793061,9233,6198,0.489674088416,0.398366454290847,89621,89621,89621,174.77272727272728,83759,0,0.4608852835830888
282,37297,54028,0.309672762271,10066,6674,0.508240934972,1930,1806,0.0686600221484,18455,11043,0.671194421806,4359,3435,0.268995633188,2494,6459,0.613872116427,9221,6198,0.487737979994,0.39680733576520194,89643,89643,89643,175.7058823529412,83822,0,0.45880883058353694
283,37360,54028,0.30850670023,10047,6694,0.500896325067,1928,1806,0.0675526024363,18464,11043,0.672009417731,4366,3435,0.271033478894,2511,6462,0.611420612813,9213,6198,0.486447241045,0.3954787767938795,89666,89666,89666,176.70149253731344,83889,0,0.4568955903017866
284,37416,54028,0.307470200637,10080,6713,0.501564129301,1926,1806,0.0664451827243,18484,11043,0.673820519786,4362,3435,0.269868995633,2531,6465,0.608507347254,9200,6198,0.484349790255,0.39473508161626975,89688,89688,89688,178.3582089552239,83999,0,0.45508875211845506
285,37470,54028,0.306470718887,10070,6733,0.49561859498,2008,1806,0.111849390919,18506,11043,0.675812732047,4356,3435,0.268122270742,2540,6468,0.60729746444,9197,6198,0.483865763149,0.39468961442855394,89711,89711,89711,180.79166666666666,84147,0,0.45356756696503214
286,37527,54028,0.305415710372,10061,6752,0.490077014218,2004,1806,0.109634551495,18505,11043,0.675722176945,4368,3435,0.271615720524,2544,6471,0.606861381548,9228,6198,0.488867376573,0.3940579274068626,89733,89733,89733,182.66,84237,0,0.4520967759909955
287,37602,54028,0.304027541275,10053,6772,0.484494979327,2002,1806,0.108527131783,18510,11043,0.676174952459,4367,3435,0.271324599709,2556,6474,0.605189990732,9219,6198,0.487415295257,0.3926311332947101,89756,89756,89756,184.17021276595744,84309,0,0.4500423370025402
288,37663,54028,0.302898497076,10044,6791,0.479016345163,2001,1806,0.107973421927,18508,11043,0.675993842253,4364,3435,0.270451237263,2572,6477,0.602902578354,9213,6198,0.486447241045,0.39126512063088953,89778,89778,89778,185.3469387755102,84365,0,0.4482167123348705
289,37711,54028,0.302010068853,10103,6811,0.483335780355,1999,1806,0.106866002215,18513,11043,0.676446617767,4363,3435,0.270160116448,2580,6480,0.601851851852,9202,6198,0.484672474992,0.3909087872072694,89801,89801,89801,187.56521739130434,84471,0,0.44684357635215644
290,37758,54028,0.301140149552,10085,6830,0.476573938507,1999,1806,0.106866002215,18525,11043,0.677533279,4359,3435,0.268995633188,2591,6483,0.600339349067,9190,6198,0.48273636657,0.3897442748516527,89823,89823,89823,188.3404255319149,84507,0,0.4454538369905258
291,37816,54028,0.300066632117,10076,6850,0.470948905109,1995,1806,0.104651162791,18537,11043,0.678619940234,4356,3435,0.268122270742,2600,6486,0.599136601912,9223,6198,0.488060664731,0.38903234423346617,89846,89846,89846,190.44444444444446,84603,0,0.4438483627540458
292,37877,54028,0.298937587917,10067,6853,0.468991682475,1993,1814,0.0986769570011,18543,11043,0.67916327085,4368,3435,0.271615720524,2601,6489,0.599167822469,9216,6198,0.486931268151,0.3881927442688627,89860,89860,89860,191.82222222222222,84665,0,0.44241041620298244
293,37921,54028,0.29812319538,10060,6857,0.467113898206,1991,1823,0.092155787164,18542,11043,0.679072715748,4365,3435,0.270742358079,2616,6492,0.597042513863,9211,6198,0.486124556308,0.3871556366549468,89876,89876,89876,192.75,84706,0,0.44100761048555787
294,37976,54028,0.297105204709,10051,6861,0.464946800758,1989,1831,0.0862916439104,18547,11043,0.679525491261,4365,3435,0.270742358079,2638,6495,0.593841416474,9200,6198,0.484349790255,0.38594520029813884,89891,89891,89891,194.0681818181818,84766,0,0.43922083412132473
295,38031,54028,0.296087214037,10041,6865,0.462636562272,1988,1840,0.0804347826087,18564,11043,0.681064928009,4362,3435,0.269868995633,2652,6498,0.591874422899,9203,6198,0.48483381736,0.3850645667189429,89907,89907,89907,195.7391304347826,84841,0,0.43760775023079407
296,38085,54028,0.295087732287,10086,6869,0.468336002329,1987,1848,0.0752164502165,18572,11043,0.681789368831,4359,3435,0.268995633188,2669,6501,0.589447777265,9191,6198,0.482897708938,0.3845221414114455,89922,89922,89922,197.62962962962962,84949,0,0.43595560596961813
297,38130,54028,0.294254830828,10079,6873,0.466462971046,1984,1857,0.0683898761443,18579,11051,0.681205320785,4364,3435,0.270451237263,2679,6504,0.588099630996,9223,6197,0.488300790705,0.3840013341486464,89945,89945,89945,198.7283950617284,85038,0,0.43462115737395074
298,38184,54028,0.293255349078,10067,6877,0.463865057438,1982,1866,0.0621650589496,18576,11059,0.679717876842,4362,3435,0.269868995633,2693,6507,0.586138005225,9219,6197,0.487655317089,0.38268737009414355,89969,89969,89969,199.28395061728395,85083,0,0.4330047016194467
299,38237,54028,0.292274376249,10058,6881,0.461706147362,1979,1874,0.0560298826041,18584,11067,0.679226529321,4357,3435,0.268413391557,2705,6510,0.584485407066,9212,6196,0.486765655261,0.3815159293707148,89991,89991,89991,199.88888888888889,85132,0,0.4314431443144314
